Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2002-03,20,PHO,NBA,PF,82,71,2570,392,830,0.472,2,10,0.2,390,820,0.476,0.473,320,484,0.661,250,471,721,78,62,87,189,269,1106
2003-04,21,PHO,NBA,PF,55,53,2025,411,865,0.475,1,5,0.2,410,860,0.477,0.476,310,435,0.713,157,339,496,78,64,89,177,188,1133
2004-05,22,PHO,NBA,C,80,80,2889,747,1336,0.559,3,16,0.188,744,1320,0.564,0.56,583,795,0.733,219,494,713,131,77,130,189,278,2080
2005-06,23,PHO,NBA,C,3,3,50,9,27,0.333,0,1,0,9,26,0.346,0.333,8,9,0.889,6,10,16,2,1,3,1,4,26
2006-07,24,PHO,NBA,C,82,78,2689,607,1055,0.575,0,3,0,607,1052,0.577,0.575,457,585,0.781,222,564,786,84,78,110,232,295,1671
2007-08,25,PHO,NBA,C,79,79,2677,714,1211,0.59,5,31,0.161,709,1180,0.601,0.592,556,691,0.805,178,541,719,118,64,163,174,294,1989
2008-09,26,PHO,NBA,PF,53,53,1948,404,749,0.539,3,7,0.429,401,742,0.54,0.541,323,387,0.835,116,314,430,104,49,57,150,163,1134
2009-10,27,PHO,NBA,PF,82,82,2838,704,1264,0.557,1,6,0.167,703,1258,0.559,0.557,487,632,0.771,230,502,732,82,52,83,213,281,1896
2010-11,28,NYK,NBA,C,78,78,2870,744,1482,0.502,10,23,0.435,734,1459,0.503,0.505,473,597,0.792,198,438,636,202,71,150,250,274,1971
2011-12,29,NYK,NBA,PF,47,47,1543,316,654,0.483,5,21,0.238,311,633,0.491,0.487,186,243,0.765,106,261,367,52,38,45,112,138,823
2012-13,30,NYK,NBA,PF,29,0,682,154,267,0.577,0,0,NA,154,267,0.577,0.577,105,130,0.808,60,85,145,13,10,21,50,89,413
2013-14,31,NYK,NBA,C,65,21,1466,311,558,0.557,0,0,NA,311,558,0.557,0.557,150,203,0.739,112,208,320,34,23,37,91,159,772
2014-15,32,TOT,NBA,PF,59,15,1245,273,490,0.557,0,4,0,273,486,0.562,0.557,134,186,0.72,110,219,329,45,29,38,78,161,680
2014-15,32,NYK,NBA,PF,36,14,865,169,311,0.543,0,3,0,169,308,0.549,0.543,94,127,0.74,83,162,245,37,20,34,63,111,432
2014-15,32,DAL,NBA,PF,23,1,380,104,179,0.581,0,1,0,104,178,0.584,0.581,40,59,0.678,27,57,84,8,9,4,15,50,248
2015-16,33,MIA,NBA,C,52,36,762,125,221,0.566,0,0,NA,125,221,0.566,0.566,50,67,0.746,65,157,222,27,18,41,47,92,300
Career,NA,,NBA,,846,696,26254,5911,11009,0.537,30,127,0.236,5881,10882,0.54,0.538,4142,5444,0.761,2029,4603,6632,1050,636,1054,1953,2685,15994
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8 seasons,NA,PHO,NBA,,516,499,17686,3988,7337,0.544,15,79,0.19,3973,7258,0.547,0.545,3044,4018,0.758,1378,3235,4613,677,447,722,1325,1772,11035
5 seasons,NA,NYK,NBA,,255,160,7426,1694,3272,0.518,15,47,0.319,1679,3225,0.521,0.52,1008,1300,0.775,559,1154,1713,338,162,287,566,771,4411
1 season,NA,MIA,NBA,,52,36,762,125,221,0.566,0,0,NA,125,221,0.566,0.566,50,67,0.746,65,157,222,27,18,41,47,92,300
1 season,NA,DAL,NBA,,23,1,380,104,179,0.581,0,1,0,104,178,0.584,0.581,40,59,0.678,27,57,84,8,9,4,15,50,248
