Season,Team,Lg,Salary
1995-96,Seattle SuperSonics,NBA,"$500,000"
1996-97,Seattle SuperSonics,NBA,"$500,000"
1997-98,Seattle SuperSonics,NBA,"$670,800"
Career,(may be incomplete),,"$1,670,800"
