Career,Career,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3,4
Lazar Hayward,,0.3,0.1,-0.1,NA
Scooter McCray,49.4,0.3,0.1,0,NA
Pops Mensah-Bonsu,42.2,0.3,0,0,0
Andre Brown,38.8,0.4,0,-0.1,NA
Jordan Mickey,37.1,0.3,0.1,0.1,NA
Eddie Mast,33.7,0.4,0.1,-0.2,NA
Bob Bigelow,32.5,0.4,0,0,0
Devin Ebanks,31.6,0.4,0.3,-0.1,NA
William Franklin,31.3,0.3,0.1,-0.2,NA
Easy Parham,25.7,0.3,0.1,0,NA
DeWayne Scales,25.1,0.3,0,-0.1,NA
