,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
2006-07,20,MARQUETTE,34,,83,194,10,48,48,72,,124,10,20,3,,,224,.428,.208,.667,,6.6,3.6,0.3
2007-08,21,MARQUETTE,35,,158,333,41,91,92,119,,228,21,39,13,63,,449,.474,.451,.773,,12.8,6.5,0.6
2008-09,22,MARQUETTE,35,,204,435,53,148,109,133,,302,39,35,9,65,,570,.469,.358,.820,,16.3,8.6,1.1
2009-10,23,MARQUETTE,34,1097,222,514,65,186,107,127,72,256,52,64,18,67,115,616,.432,.349,.843,32.3,18.1,7.5,1.5
Career,,,138,1097,667,1476,169,473,356,451,72,910,122,158,43,195,115,1859,.452,.357,.789,32.3,13.5,6.6,0.9
