,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
1984-85,19,CLEMSON,28,418,60,121,,,24,41,,126,11,13,10,14,40,144,.496,,.585,14.9,5.1,4.5,0.4
1986-87,21,OKLAHOMA,34,1165,228,427,0,1,119,163,,338,71,25,28,46,95,575,.534,.000,.730,34.3,16.9,9.9,2.1
1987-88,22,OKLAHOMA,39,1339,350,640,3,14,113,155,,365,43,62,31,58,101,816,.547,.214,.729,34.3,20.9,9.4,1.1
Career,,,101,2922,638,1188,3,15,256,359,,829,125,100,69,118,236,1535,.537,.200,.713,28.9,15.2,8.2,1.2
