Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1988-89,23,WSB,NBA,PF,71,1,1193,181,390,0.464,0,1,0,181,389,0.465,0.464,34,57,0.596,75,88,163,79,35,29,28,147,396
1989-90,24,WSB,NBA,PF,81,25,1846,284,601,0.473,0,8,0,284,593,0.479,0.473,96,137,0.701,138,204,342,131,52,43,85,194,664
1990-91,25,WSB,NBA,PF,77,76,2842,609,1224,0.498,2,15,0.133,607,1209,0.502,0.498,185,249,0.743,179,378,557,204,91,61,125,232,1405
1991-92,26,WSB,NBA,SF,64,60,2388,489,1022,0.478,1,8,0.125,488,1014,0.481,0.479,176,220,0.8,157,275,432,170,74,27,109,178,1155
1992-93,27,WSB,NBA,SF,72,72,2667,560,1149,0.487,1,10,0.1,559,1139,0.491,0.488,218,300,0.727,133,279,412,205,72,44,90,168,1339
1993-94,28,POR,NBA,SF,77,73,2112,356,774,0.46,2,7,0.286,354,767,0.462,0.461,84,131,0.641,109,242,351,107,70,49,56,179,798
1994-95,29,POR,NBA,PF,75,14,1771,286,621,0.461,8,26,0.308,278,595,0.467,0.467,103,146,0.705,103,181,284,82,56,53,62,163,683
1995-96,30,POR,NBA,PF,76,75,2394,314,679,0.462,21,67,0.313,293,612,0.479,0.478,60,110,0.545,117,244,361,111,60,43,82,173,709
1996-97,31,WSB,NBA,PF,78,25,1604,129,314,0.411,28,89,0.315,101,225,0.449,0.455,30,39,0.769,63,193,256,68,46,48,30,167,316
1997-98,32,WAS,NBA,SF,65,8,895,75,196,0.383,1,6,0.167,74,190,0.389,0.385,19,30,0.633,60,108,168,39,23,15,26,94,170
1998-99,33,PHI,NBA,PF,47,10,798,62,168,0.369,1,6,0.167,61,162,0.377,0.372,21,29,0.724,36,74,110,23,20,16,21,73,146
Career,NA,,NBA,,783,439,20510,3345,7138,0.469,65,243,0.267,3280,6895,0.476,0.473,1026,1448,0.709,1170,2266,3436,1219,599,428,714,1768,7781
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7 seasons,NA,"WSB,WAS",NBA,,508,267,13435,2327,4896,0.475,33,137,0.241,2294,4759,0.482,0.479,758,1032,0.734,805,1525,2330,896,393,267,493,1180,5445
3 seasons,NA,POR,NBA,,228,162,6277,956,2074,0.461,31,100,0.31,925,1974,0.469,0.468,247,387,0.638,329,667,996,300,186,145,200,515,2190
1 season,NA,PHI,NBA,,47,10,798,62,168,0.369,1,6,0.167,61,162,0.377,0.372,21,29,0.724,36,74,110,23,20,16,21,73,146
