,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,TOV,PF,PTS
1967-68,26,TOT,ABA,,13,,3,,,,12,14,,,,,,,34
1967-68,26,PTP,ABA,,13,,3,,,,12,14,,,,,,,34
1968-69,27,MNP,ABA,,10,,3,,,,9,11,,,,,,,23
Career,,,,,13,,3,,,,12,14,,,,,,,34
