Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,TOV%,USG%,,OWS,DWS,WS,WS/48
1963-64,22,NYK,NBA,SG,75,2236,14.7,0.485,NA,0.421,NA,NA,NA,NA,NA,NA,NA,2.6,0.2,2.7,0.059
1964-65,23,NYK,NBA,SG,55,663,14.5,0.486,NA,0.494,NA,NA,NA,17.4,NA,NA,NA,0.9,0.4,1.3,0.094
1965-66,24,TOT,NBA,,17,120,7.7,0.405,NA,0.423,NA,NA,NA,11.6,NA,NA,NA,-0.1,0.1,0,-0.02
1965-66,24,CIN,NBA,,11,100,6.3,0.396,NA,0.395,NA,NA,NA,8.9,NA,NA,NA,-0.1,0.1,-0.1,-0.042
1965-66,24,PHI,NBA,,6,20,14.7,0.446,NA,0.556,NA,NA,NA,25.1,NA,NA,NA,0,0,0,0.088
1967-68,26,TOT,ABA,SF-SG,73,2555,18.7,0.519,0.127,0.517,NA,NA,8.3,15.9,15.5,22.3,NA,5.7,2.8,8.5,0.159
1967-68,26,NJA,ABA,SG,19,439,13.1,0.442,0.067,0.401,NA,NA,7,13.4,15.4,29.3,NA,0,0.4,0.3,0.037
1967-68,26,PTP,ABA,SF,54,2116,19.8,0.542,0.145,0.553,NA,NA,8.5,16.4,15.6,20.9,NA,5.7,2.4,8.1,0.185
1968-69,27,MNP,ABA,SF,71,2362,15.6,0.505,0.142,0.492,NA,NA,9.3,12.6,13.9,17.6,NA,2.4,3.8,6.1,0.125
1969-70,28,TOT,ABA,SG,19,310,12.8,0.52,0.038,0.613,NA,NA,8.4,10.9,22.5,20.1,NA,0.4,0.2,0.6,0.098
1969-70,28,PTP,ABA,,1,4,-26.7,0,0,0,NA,NA,0,0,50,18,NA,0,0,0,-0.285
1969-70,28,MMF,ABA,SG,18,306,13.3,0.524,0.038,0.619,NA,NA,8.5,11.1,22.1,20.2,NA,0.4,0.2,0.7,0.103
Career,NA,,TOT,,310,8246,16,0.501,0.077,0.481,NA,NA,8.7,14.4,15.3,20.1,NA,11.8,7.5,19.3,0.112
,NA,,ABA,,163,5227,16.9,0.513,0.128,0.512,NA,NA,8.7,14.1,15.3,20.1,NA,8.4,6.8,15.3,0.14
,NA,,NBA,,147,3019,14.4,0.482,NA,0.436,NA,NA,NA,16.5,NA,NA,NA,3.3,0.6,4,0.063
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,NYK,NBA,,130,2899,14.7,0.485,NA,0.436,NA,NA,NA,17.4,NA,NA,NA,3.5,0.6,4,0.067
3 seasons,NA,"PTP,MNP",ABA,,126,4482,17.6,0.523,0.143,0.522,NA,NA,8.9,14.4,14.8,19.2,NA,8.1,6.2,14.3,0.153
1 season,NA,NJA,ABA,,19,439,13.1,0.442,0.067,0.401,NA,NA,7,13.4,15.4,29.3,NA,0,0.4,0.3,0.037
1 season,NA,MMF,ABA,,18,306,13.3,0.524,0.038,0.619,NA,NA,8.5,11.1,22.1,20.2,NA,0.4,0.2,0.7,0.103
1 season,NA,CIN,NBA,,11,100,6.3,0.396,NA,0.395,NA,NA,NA,8.9,NA,NA,NA,-0.1,0.1,-0.1,-0.042
1 season,NA,PHI,NBA,,6,20,14.7,0.446,NA,0.556,NA,NA,NA,25.1,NA,NA,NA,0,0,0,0.088
