Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1963-64,22,NYK,NBA,SG,75,NA,2236,432,1003,0.431,NA,NA,NA,432,1003,0.431,0.431,289,422,0.685,NA,NA,298,256,NA,229,1153
1964-65,23,NYK,NBA,SG,55,NA,663,114,267,0.427,NA,NA,NA,114,267,0.427,0.427,88,132,0.667,NA,NA,99,79,NA,96,316
1965-66,24,TOT,NBA,,17,NA,120,18,52,0.346,NA,NA,NA,18,52,0.346,0.346,14,22,0.636,NA,NA,17,11,NA,23,50
1965-66,24,CIN,NBA,,11,NA,100,15,43,0.349,NA,NA,NA,15,43,0.349,0.349,10,17,0.588,NA,NA,13,7,NA,19,40
1965-66,24,PHI,NBA,,6,NA,20,3,9,0.333,NA,NA,NA,3,9,0.333,0.333,4,5,0.8,NA,NA,4,4,NA,4,10
1967-68,26,TOT,ABA,SF-SG,73,NA,2555,457,1058,0.432,35,134,0.261,422,924,0.457,0.448,400,547,0.731,NA,NA,496,276,239,188,1349
1967-68,26,NJA,ABA,SG,19,NA,439,97,252,0.385,3,17,0.176,94,235,0.4,0.391,65,101,0.644,NA,NA,70,37,54,35,262
1967-68,26,PTP,ABA,SF,54,NA,2116,360,806,0.447,32,117,0.274,328,689,0.476,0.467,335,446,0.751,NA,NA,426,239,185,153,1087
1968-69,27,MNP,ABA,SF,71,NA,2362,350,832,0.421,37,118,0.314,313,714,0.438,0.443,285,409,0.697,223,271,494,217,163,195,1022
1969-70,28,TOT,ABA,SG,19,NA,310,47,106,0.443,0,4,0,47,102,0.461,0.443,46,65,0.708,33,24,57,25,39,32,140
1969-70,28,PTP,ABA,,1,NA,4,0,1,0,0,0,NA,0,1,0,0,0,0,NA,0,0,0,0,1,1,0
1969-70,28,MMF,ABA,SG,18,NA,306,47,105,0.448,0,4,0,47,101,0.465,0.448,46,65,0.708,33,24,57,25,38,31,140
Career,NA,,TOT,,310,NA,8246,1418,3318,0.427,72,256,0.281,1346,3062,0.44,0.438,1122,1597,0.703,256,295,1461,864,441,763,4030
,NA,,ABA,,163,NA,5227,854,1996,0.428,72,256,0.281,782,1740,0.449,0.446,731,1021,0.716,256,295,1047,518,441,415,2511
,NA,,NBA,,147,NA,3019,564,1322,0.427,NA,NA,NA,564,1322,0.427,0.427,391,576,0.679,NA,NA,414,346,NA,348,1519
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,NYK,NBA,,130,NA,2899,546,1270,0.43,NA,NA,NA,546,1270,0.43,0.43,377,554,0.681,NA,NA,397,335,NA,325,1469
3 seasons,NA,"PTP,MNP",ABA,,126,NA,4482,710,1639,0.433,69,235,0.294,641,1404,0.457,0.454,620,855,0.725,223,271,920,456,349,349,2109
1 season,NA,NJA,ABA,,19,NA,439,97,252,0.385,3,17,0.176,94,235,0.4,0.391,65,101,0.644,NA,NA,70,37,54,35,262
1 season,NA,MMF,ABA,,18,NA,306,47,105,0.448,0,4,0,47,101,0.465,0.448,46,65,0.708,33,24,57,25,38,31,140
1 season,NA,CIN,NBA,,11,NA,100,15,43,0.349,NA,NA,NA,15,43,0.349,0.349,10,17,0.588,NA,NA,13,7,NA,19,40
1 season,NA,PHI,NBA,,6,NA,20,3,9,0.333,NA,NA,NA,3,9,0.333,0.333,4,5,0.8,NA,NA,4,4,NA,4,10
