Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1967-68,26,PTP,ABA,SF,15,NA,37.6,6.3,12.9,0.485,0.9,2.5,0.378,5.3,10.5,0.51,0.521,6.3,9.3,0.676,NA,NA,7.1,3.9,3.5,2.9,19.7
1968-69,27,MNP,ABA,SF,7,NA,37.7,5.9,13.1,0.446,1,2.6,0.389,4.9,10.6,0.459,0.484,4.6,5.9,0.78,NA,NA,7.3,2.9,2.6,3.4,17.3
Career,NA,,ABA,,22,NA,37.6,6.1,13,0.472,1,2.5,0.382,5.2,10.5,0.494,0.509,5.7,8.2,0.7,NA,NA,7.2,3.5,3.2,3.1,19
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,"PTP,MNP",ABA,,22,NA,37.6,6.1,13,0.472,1,2.5,0.382,5.2,10.5,0.494,0.509,5.7,8.2,0.7,NA,NA,7.2,3.5,3.2,3.1,19
