Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1985-86,23,WSB,NBA,C,5,5,152,2.4,4,0.588,0,0,NA,2.4,4,0.588,0.7,1.9,0.375,3.8,5.2,9,0.2,0.7,6.9,0.9,3.6,5.4
1986-87,24,WSB,NBA,C,3,0,43,3.3,8.4,0.4,0,0.8,0,3.3,7.5,0.444,0,1.7,0,4.2,3.3,7.5,0,0,4.2,0,5,6.7
1987-88,25,WSB,NBA,C,5,0,44,3.3,5.7,0.571,0,0,NA,3.3,5.7,0.571,0.8,0.8,1,5.7,4.1,9.8,0,0,1.6,0.8,4.1,7.4
1988-89,26,GSW,NBA,C,8,0,148,1.7,8.8,0.194,0.5,5.4,0.091,1.2,3.4,0.357,0.5,1.7,0.286,1.2,6.3,7.5,0.2,0.5,7.1,0.7,5.1,4.4
1990-91,28,PHI,NBA,C,8,0,109,3,5.9,0.5,0,0,NA,3,5.9,0.5,2,3,0.667,1.3,5,6.3,0.3,0.3,4,1.7,4.6,7.9
Career,NA,,NBA,,29,5,496,2.5,6.4,0.386,0.1,1.7,0.087,2.3,4.7,0.492,0.9,2,0.444,2.7,5.2,7.9,0.2,0.4,5.6,0.9,4.4,6
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,WSB,NBA,,13,5,239,2.7,5.1,0.529,0,0.2,0,2.7,5,0.545,0.6,1.7,0.364,4.2,4.7,8.9,0.2,0.5,5.4,0.8,3.9,6
1 season,NA,GSW,NBA,,8,0,148,1.7,8.8,0.194,0.5,5.4,0.091,1.2,3.4,0.357,0.5,1.7,0.286,1.2,6.3,7.5,0.2,0.5,7.1,0.7,5.1,4.4
1 season,NA,PHI,NBA,,8,0,109,3,5.9,0.5,0,0,NA,3,5.9,0.5,2,3,0.667,1.3,5,6.3,0.3,0.3,4,1.7,4.6,7.9
