Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1985-86,23,WSB,NBA,C,5,5,152,10,17,0.588,0,0,NA,10,17,0.588,0.588,3,8,0.375,16,22,38,1,3,29,4,15,23
1986-87,24,WSB,NBA,C,3,0,43,4,10,0.4,0,1,0,4,9,0.444,0.4,0,2,0,5,4,9,0,0,5,0,6,8
1987-88,25,WSB,NBA,C,5,0,44,4,7,0.571,0,0,NA,4,7,0.571,0.571,1,1,1,7,5,12,0,0,2,1,5,9
1988-89,26,GSW,NBA,C,8,0,148,7,36,0.194,2,22,0.091,5,14,0.357,0.222,2,7,0.286,5,26,31,1,2,29,3,21,18
1990-91,28,PHI,NBA,C,8,0,109,9,18,0.5,0,0,NA,9,18,0.5,0.5,6,9,0.667,4,15,19,1,1,12,5,14,24
Career,NA,,NBA,,29,5,496,34,88,0.386,2,23,0.087,32,65,0.492,0.398,12,27,0.444,37,72,109,3,6,77,13,61,82
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,WSB,NBA,,13,5,239,18,34,0.529,0,1,0,18,33,0.545,0.529,4,11,0.364,28,31,59,1,3,36,5,26,40
1 season,NA,GSW,NBA,,8,0,148,7,36,0.194,2,22,0.091,5,14,0.357,0.222,2,7,0.286,5,26,31,1,2,29,3,21,18
1 season,NA,PHI,NBA,,8,0,109,9,18,0.5,0,0,NA,9,18,0.5,0.5,6,9,0.667,4,15,19,1,1,12,5,14,24
