,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1973-74,23,BUF,NBA,,10,17,4,4,,,4,12,,,,4,20,
1975-76,25,BUF,NBA,,10,16,2,2,,,3,10,,,,6,21,
Career,,,,,10,17,4,4,,,4,12,,,,6,21,
