Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1973-74,23,BUF,NBA,PG,81,2910,13.6,0.459,0.153,1.7,5.7,3.7,30.1,0.9,0.2,NA,NA,NA,0.9,0.4,1.2,0.021,NA,-0.9,-2.9,-3.8,-1.3
1974-75,24,BUF,NBA,PG,31,712,12.3,0.475,0.192,0.9,5.4,3.2,28.1,1.2,0,NA,NA,NA,0.3,0.3,0.6,0.039,NA,-1.5,-1.8,-3.3,-0.2
1975-76,25,BUF,NBA,PG,67,1364,10.7,0.437,0.198,1.2,7.2,4.3,25.9,1.2,0,NA,NA,NA,-0.7,0.8,0.1,0.002,NA,-3.1,-1.7,-4.8,-1
1976-77,26,BUF,NBA,PG,81,2267,12.1,0.462,0.167,2.3,5.9,4.1,24.1,1.1,0.1,NA,NA,NA,0.7,0.5,1.3,0.027,NA,-1.3,-1.8,-3.1,-0.6
1977-78,27,TOT,NBA,PG,52,606,8.5,0.456,0.158,1.2,7,4.2,29.7,1.3,0.1,29.4,20.3,NA,-0.9,0.4,-0.6,-0.046,NA,-2.9,-2.1,-5,-0.5
1977-78,27,LAL,NBA,PG,25,332,7.1,0.45,0.2,1.6,5.4,3.5,26.1,0.8,0,29.7,18.2,NA,-0.5,0.1,-0.4,-0.052,NA,-3,-2.7,-5.8,-0.3
1977-78,27,BOS,NBA,PG,27,274,10.1,0.462,0.119,0.8,9.1,5,34,2,0.2,29.1,22.9,NA,-0.5,0.2,-0.2,-0.039,NA,-2.7,-1.3,-4.1,-0.2
Career,NA,,NBA,,312,7859,12.2,0.457,0.167,1.7,6.1,3.9,27.4,1.1,0.1,29.4,20.3,NA,0.3,2.3,2.5,0.016,NA,-1.6,-2.2,-3.8,-3.6
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,BUF,NBA,,260,7253,12.5,0.457,0.168,1.7,6,3.9,27.2,1,0.1,NA,NA,NA,1.2,1.9,3.1,0.021,NA,-1.5,-2.2,-3.7,-3.1
1 season,NA,BOS,NBA,,27,274,10.1,0.462,0.119,0.8,9.1,5,34,2,0.2,29.1,22.9,NA,-0.5,0.2,-0.2,-0.039,NA,-2.7,-1.3,-4.1,-0.2
1 season,NA,LAL,NBA,,25,332,7.1,0.45,0.2,1.6,5.4,3.5,26.1,0.8,0,29.7,18.2,NA,-0.5,0.1,-0.4,-0.052,NA,-3,-2.7,-5.8,-0.3
