Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1973-74,23,BUF,NBA,PG,81,NA,2910,6.6,15.6,0.421,2.2,2.4,0.902,0.6,2.1,2.7,8.2,0.7,0.1,NA,3,15.3
1974-75,24,BUF,NBA,PG,31,NA,712,5.2,11.8,0.44,1.8,2.3,0.778,0.3,2,2.3,7.6,1,0,NA,3.1,12.2
1975-76,25,BUF,NBA,PG,67,NA,1364,4.8,12.5,0.384,2.3,2.5,0.915,0.4,2.6,3,7,1,0,NA,4.2,11.9
1976-77,26,BUF,NBA,PG,81,NA,2267,5.8,13.9,0.417,2.2,2.3,0.945,0.8,2.1,2.9,6,0.9,0,NA,2.4,13.8
1977-78,27,TOT,NBA,PG,52,NA,606,5.2,12.4,0.421,1.7,2,0.848,0.4,2.6,3,8.1,1.1,0.1,5.5,2.6,12.1
1977-78,27,LAL,NBA,PG,25,NA,332,4.4,10.8,0.41,1.7,2.2,0.8,0.5,2,2.5,7.7,0.7,0,5,2.4,10.6
1977-78,27,BOS,NBA,PG,27,NA,274,6.2,14.3,0.431,1.6,1.7,0.923,0.3,3.3,3.5,8.7,1.6,0.1,6.2,2.9,13.9
Career,NA,,NBA,,312,NA,7859,5.8,14,0.415,2.1,2.3,0.902,0.6,2.2,2.8,7.3,0.9,0.1,5.5,3,13.7
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,BUF,NBA,,260,NA,7253,5.9,14.1,0.415,2.1,2.4,0.906,0.6,2.2,2.8,7.2,0.9,0.1,NA,3,13.9
1 season,NA,BOS,NBA,,27,NA,274,6.2,14.3,0.431,1.6,1.7,0.923,0.3,3.3,3.5,8.7,1.6,0.1,6.2,2.9,13.9
1 season,NA,LAL,NBA,,25,NA,332,4.4,10.8,0.41,1.7,2.2,0.8,0.5,2,2.5,7.7,0.7,0,5,2.4,10.6
