Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1973-74,23,BUF,NBA,PG,81,NA,2910,530,1260,0.421,174,193,0.902,48,171,219,663,59,9,NA,242,1234
1974-75,24,BUF,NBA,PG,31,NA,712,103,234,0.44,35,45,0.778,6,39,45,151,19,0,NA,62,241
1975-76,25,BUF,NBA,PG,67,NA,1364,182,474,0.384,86,94,0.915,15,97,112,265,37,1,NA,158,450
1976-77,26,BUF,NBA,PG,81,NA,2267,365,875,0.417,138,146,0.945,52,132,184,378,57,3,NA,150,868
1977-78,27,TOT,NBA,PG,52,NA,606,88,209,0.421,28,33,0.848,7,43,50,137,18,1,93,44,204
1977-78,27,LAL,NBA,PG,25,NA,332,41,100,0.41,16,20,0.8,5,18,23,71,6,0,46,22,98
1977-78,27,BOS,NBA,PG,27,NA,274,47,109,0.431,12,13,0.923,2,25,27,66,12,1,47,22,106
Career,NA,,NBA,,312,NA,7859,1268,3052,0.415,461,511,0.902,128,482,610,1594,190,14,93,656,2997
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,BUF,NBA,,260,NA,7253,1180,2843,0.415,433,478,0.906,121,439,560,1457,172,13,NA,612,2793
1 season,NA,BOS,NBA,,27,NA,274,47,109,0.431,12,13,0.923,2,25,27,66,12,1,47,22,106
1 season,NA,LAL,NBA,,25,NA,332,41,100,0.41,16,20,0.8,5,18,23,71,6,0,46,22,98
