Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1973-74,23,BUF,NBA,PG,81,NA,2910,7.8,18.6,0.421,2.6,2.9,0.902,0.7,2.5,3.2,9.8,0.9,0.1,NA,3.6,18.2,NA,NA,105
1974-75,24,BUF,NBA,PG,31,NA,712,6.4,14.6,0.44,2.2,2.8,0.778,0.4,2.4,2.8,9.5,1.2,0,NA,3.9,15.1,NA,NA,102
1975-76,25,BUF,NBA,PG,67,NA,1364,5.9,15.4,0.384,2.8,3.1,0.915,0.5,3.2,3.6,8.6,1.2,0,NA,5.1,14.6,NA,NA,102
1976-77,26,BUF,NBA,PG,81,NA,2267,7.2,17.3,0.417,2.7,2.9,0.945,1,2.6,3.6,7.5,1.1,0.1,NA,3,17.1,NA,NA,106
1977-78,27,TOT,NBA,PG,52,NA,606,6.6,15.6,0.421,2.1,2.5,0.848,0.5,3.2,3.7,10.2,1.3,0.1,6.9,3.3,15.2,NA,82,104
1977-78,27,LAL,NBA,PG,25,NA,332,5.6,13.6,0.41,2.2,2.7,0.8,0.7,2.5,3.1,9.7,0.8,0,6.3,3,13.4,NA,82,107
1977-78,27,BOS,NBA,PG,27,NA,274,7.8,18,0.431,2,2.1,0.923,0.3,4.1,4.5,10.9,2,0.2,7.8,3.6,17.5,NA,82,102
Career,NA,,NBA,,312,NA,7859,7.1,17.1,0.415,2.6,2.9,0.902,0.7,2.7,3.4,8.9,1.1,0.1,0.5,3.7,16.8,NA,82,104
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,BUF,NBA,,260,NA,7253,7.1,17.2,0.415,2.6,2.9,0.906,0.7,2.7,3.4,8.8,1,0.1,NA,3.7,16.9,NA,NA,104
1 season,NA,BOS,NBA,,27,NA,274,7.8,18,0.431,2,2.1,0.923,0.3,4.1,4.5,10.9,2,0.2,7.8,3.6,17.5,NA,82,102
1 season,NA,LAL,NBA,,25,NA,332,5.6,13.6,0.41,2.2,2.7,0.8,0.7,2.5,3.1,9.7,0.8,0,6.3,3,13.4,NA,82,107
