,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
1981-82,21,INDIANAST,27,786,153,304,,,69,117,,177,,25,32,,102,375,.503,,.590,29.1,13.9,6.6,
1983-84,23,STAUGUSTNE,21,,142,256,,,64,117,,276,,,31,,,348,.555,,.547,,16.6,13.1,
Career,,,48,786,295,560,,,133,234,,453,,25,63,,102,723,.527,,.568,29.1,15.1,9.4,
