,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2006-07,22,ATL,NBA,PF,58,666,,,,46%,54%,-12.5,-8.6,7,9,85,7,35,6,24,5,17
2007-08,23,ATL,NBA,PF,35,145,,,,32%,68%,-16.4,-14.9,1,7,18,3,7,0,0,0,6
2008-09,24,ATL,NBA,C,63,675,,,,37%,63%,-3.7,-6.8,5,12,85,6,38,3,34,10,17
2009-10,25,IND,NBA,C,52,675,,,,14%,86%,-10.7,-9.1,16,10,79,8,27,11,74,3,18
2010-11,26,IND,NBA,C,39,528,,,,3%,97%,-5.9,-5.1,7,8,52,16,27,4,67,4,16
2011-12,27,TOT,NBA,C-PF,21,292,,,,42%,58%,-21.6,-21.9,4,5,23,7,11,0,21,1,7
2011-12,27,LAC,NBA,PF,10,96,,,,56%,44%,-32.6,-36.6,1,0,7,2,2,0,4,1,1
2011-12,27,NOH,NBA,C,11,196,,,,35%,65%,-16.3,-12.8,3,5,16,5,9,0,17,0,6
2012-13,28,NYK,NBA,PF,2,26,,,,,100%,-2.4,-6.9,1,1,1,1,0,1,0,0,0
2013-14,29,ORL,NBA,PF,11,85,,,,66%,35%,-11.4,-5.8,0,0,5,1,1,1,4,0,1
Career,,,NBA,,281,3092,,,,29%,71%,-10.0,-9.2,41,52,348,49,146,26,224,23,82
,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,ATL,NBA,,156,1486,,,,41%,59%,-8.9,-8.4,13,28,188,16,80,9,58,15,40
2 seasons,,IND,NBA,,91,1203,,,,9%,91%,-8.6,-7.4,23,18,131,24,54,15,141,7,34
1 season,,NOH,NBA,,11,196,,,,35%,65%,-16.3,-12.8,3,5,16,5,9,0,17,0,6
1 season,,ORL,NBA,,11,85,,,,66%,35%,-11.4,-5.8,0,0,5,1,1,1,4,0,1
1 season,,LAC,NBA,,10,96,,,,56%,44%,-32.6,-36.6,1,0,7,2,2,0,4,1,1
1 season,,NYK,NBA,,2,26,,,,,100%,-2.4,-6.9,1,1,1,1,0,1,0,0,0
