,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2014-15,24,DAL,NBA,SF,5,150,.548,10.6,.645,.355,.258,.032,.000,.355,.500,.727,.250,.000,,.636,.300,.129,4,1.000,.636,.571,0,0
2015-16,25,POR,NBA,SF,11,372,.438,16.5,.453,.242,.086,.031,.094,.547,.483,.581,.455,.000,.417,.400,.679,.063,8,.964,.414,.552,0,0
2016-17,26,POR,NBA,PF,4,113,.459,14.8,.541,.297,.108,.054,.081,.459,.500,.636,.000,.000,1.000,.412,.600,.108,3,1.000,.176,1.000,0,0
2017-18,27,POR,NBA,PF,4,131,.519,16.1,.423,.269,.077,.019,.058,.577,.636,.714,.500,.000,.667,.433,.357,.077,3,1.000,.233,.571,0,0
2018-19,28,POR,NBA,PF,16,399,.349,13.8,.532,.275,.202,.028,.028,.468,.397,.500,.273,.333,.333,.294,.609,.064,6,1.000,.549,.393,0,0
Career,,,NBA,,40,1165,.434,14.9,.499,.272,.137,.031,.059,.501,.478,.598,.306,.091,.524,.391,.553,.076,24,.986,.413,.514,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,POR,NBA,,35,1015,.423,15.3,.485,.264,.126,.031,.064,.515,.475,.581,.317,.100,.524,.375,.587,.071,20,.984,.399,.507,0,0
1 season,,DAL,NBA,,5,150,.548,10.6,.645,.355,.258,.032,.000,.355,.500,.727,.250,.000,,.636,.300,.129,4,1.000,.636,.571,0,0
