,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2014-15,24,DAL,NBA,SF,5,150,,,97%,3%,,+5.4,+29.6,3,1,3,2,8,1,14,1,4
2015-16,25,POR,NBA,SF,11,372,,,1%,96%,3%,-0.5,+5.2,4,12,12,3,12,1,51,1,5
2016-17,26,POR,NBA,PF,4,113,,,,60%,40%,-17.3,+1.4,4,3,5,2,2,0,9,0,4
2017-18,27,POR,NBA,PF,4,131,,,1%,97%,2%,-15.9,-20.5,2,2,3,1,1,1,12,0,1
2018-19,28,POR,NBA,PF,16,399,,,,99%,1%,-2.7,-2.1,5,3,13,5,14,0,47,4,11
Career,,,NBA,,40,1165,,,13%,82%,6%,-3.8,+2.6,18,21,36,13,37,3,133,6,25
,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,POR,NBA,,35,1015,,,,93%,6%,-5.2,-1.4,15,20,33,11,29,2,119,5,21
1 season,,DAL,NBA,,5,150,,,97%,3%,,+5.4,+29.6,3,1,3,2,8,1,14,1,4
