,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2010-11,20,LAC,NBA,SF,81,1452,,,88%,12%,,-7.3,-5.8,47,31,63,16,54,4,132,12,37
2011-12,21,NOH,NBA,SF,66,1477,,1%,88%,12%,,-0.6,+6.8,30,30,67,18,49,3,141,13,39
2012-13,22,NOH,NBA,SF,76,2066,,,94%,5%,1%,-1.2,+7.4,42,43,65,16,59,5,239,13,38
2013-14,23,NOP,NBA,SF,80,2045,,,76%,23%,,-4.4,-3.7,34,26,75,18,65,8,246,10,47
2014-15,24,DAL,NBA,SF,74,1366,,1%,79%,20%,,+6.2,+4.9,15,17,63,9,47,5,143,12,22
2015-16,25,POR,NBA,SF,82,2341,,,56%,44%,1%,+1.7,+2.2,36,51,70,16,74,15,335,17,35
2016-17,26,POR,NBA,PF,61,1773,,,,95%,5%,+1.8,+3.9,35,30,48,9,67,11,241,13,24
2017-18,27,POR,NBA,PF,69,2072,,,3%,96%,1%,+5.2,+4.9,34,21,61,8,32,8,197,5,16
2018-19,28,POR,NBA,PF,81,2292,,,,99%,1%,+8.1,+10.0,29,15,58,14,72,15,243,13,29
2019-20,29,ORL,NBA,PF,18,380,,,,98%,2%,-5.4,-5.0,7,3,13,4,14,3,46,1,4
Career,,,NBA,,688,17264,,,49%,49%,1%,+1.2,+3.4,309,267,583,128,533,77,1963,109,291
,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,POR,NBA,,293,8478,,,16%,82%,2%,+4.3,+5.3,134,117,237,47,245,49,1016,48,104
3 seasons,,"NOH,NOP",NBA,,222,5588,,,86%,13%,,-2.2,+3.2,106,99,207,52,173,16,626,36,124
1 season,,LAC,NBA,,81,1452,,,88%,12%,,-7.3,-5.8,47,31,63,16,54,4,132,12,37
1 season,,DAL,NBA,,74,1366,,1%,79%,20%,,+6.2,+4.9,15,17,63,9,47,5,143,12,22
1 season,,ORL,NBA,,18,380,,,,98%,2%,-5.4,-5.0,7,3,13,4,14,3,46,1,4
