,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
1979-80,18,LOUISVILLE,36,1178,107,197,,,66,102,,269,,31,63,94,100,280,.543,,.647,32.7,7.8,7.5,
1980-81,19,LOUISVILLE,30,917,114,194,,,60,90,,222,,41,42,50,77,288,.588,,.667,30.6,9.6,7.4,
1981-82,20,LOUISVILLE,33,961,112,196,,,59,84,,234,,38,43,67,71,283,.571,,.702,29.1,8.6,7.1,
1982-83,21,LOUISVILLE,36,1197,152,259,,,92,124,,304,,41,30,72,81,396,.587,,.742,33.3,11.0,8.4,
Career,,,135,4253,485,846,,,277,400,,1029,,151,178,283,329,1247,.573,,.693,31.5,9.2,7.6,
