Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Byron Irvin,,1.2,0.9,0
Mel Peterson,89.7,1.3,1,0
Sean Kilpatrick,85.4,1.4,1,0.1
Donnie Butcher,83.4,1.2,1.1,-0.3
Norris Cole,83.0,1.2,0.6,0
Steve Henson,81.9,1.2,1.1,0.2
Tommy Kron,80.4,1.3,0.8,-0.3
Dante Exum,80.2,1.2,0.7,-0.1
Salim Stoudamire,79.5,1.2,0.8,0.3
Ollie Mack,79.2,1.6,1,-0.1
Steve Alford,78.2,1.4,0.9,0.3
