Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1989-90,23,POR,NBA,SG,4,0,47,3.8,16.9,0.227,0,0,NA,3.8,16.9,0.227,3.8,4.6,0.833,3.1,3.1,6.1,3.8,1.5,0,2.3,5.4,11.5
Career,NA,,NBA,,4,0,47,3.8,16.9,0.227,0,0,NA,3.8,16.9,0.227,3.8,4.6,0.833,3.1,3.1,6.1,3.8,1.5,0,2.3,5.4,11.5
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,POR,NBA,,4,0,47,3.8,16.9,0.227,0,0,NA,3.8,16.9,0.227,3.8,4.6,0.833,3.1,3.1,6.1,3.8,1.5,0,2.3,5.4,11.5
