Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Joe Holland,,1.2,0.6,0.2
Jerome Lane,93.7,1.2,0.6,0.1
Tremaine Fowlkes,87.3,1.2,0.5,0.4
Ben McDonald,85.9,1.3,0.7,0.2
Cal Bowdler,85.1,1,0.5,0.2
Dickey Simpkins,85.0,1.2,0.7,0.1
Winston Bennett,84.8,1.1,0.3,0.2
Ronald Dupree,83.6,1,0.5,0.3
Viktor Khryapa,83.6,1.3,0.4,0.3
Bob Love,83.6,1,0.6,0.2
Josh Powell,83.5,1.1,0.7,0.3
