Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1958-59,25,TOT,NBA,PG,44,691,13.1,0.423,0.39,NA,NA,NA,NA,NA,0.2,0.5,0.7,0.048
1958-59,25,PHW,NBA,,23,251,12.5,0.403,0.517,NA,NA,NA,NA,NA,0,0.3,0.3,0.055
1958-59,25,CIN,NBA,PG,21,440,13.4,0.437,0.313,NA,NA,NA,NA,NA,0.2,0.2,0.4,0.044
1959-60,26,CIN,NBA,PG,72,1235,11.6,0.445,0.329,NA,NA,NA,NA,NA,0.7,0.3,1.1,0.041
1960-61,27,TOT,NBA,SG,61,816,8.9,0.416,0.3,NA,NA,NA,NA,NA,-0.2,0.3,0.1,0.007
1960-61,27,STL,NBA,,7,71,5.2,0.414,0.2,NA,NA,NA,NA,NA,0,0.1,0.1,0.043
1960-61,27,CIN,NBA,SG,14,86,5.3,0.356,0.219,NA,NA,NA,NA,NA,-0.1,0,-0.1,-0.07
1960-61,27,NYK,NBA,SG,40,659,9.8,0.424,0.32,NA,NA,NA,NA,NA,0,0.2,0.2,0.013
Career,NA,,NBA,,177,2742,11.2,0.43,0.335,NA,NA,NA,NA,NA,0.8,1.1,1.9,0.033
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,CIN,NBA,,107,1761,11.8,0.438,0.319,NA,NA,NA,NA,NA,0.8,0.5,1.3,0.036
1 season,NA,NYK,NBA,,40,659,9.8,0.424,0.32,NA,NA,NA,NA,NA,0,0.2,0.2,0.013
1 season,NA,PHW,NBA,,23,251,12.5,0.403,0.517,NA,NA,NA,NA,NA,0,0.3,0.3,0.055
1 season,NA,STL,NBA,,7,71,5.2,0.414,0.2,NA,NA,NA,NA,NA,0,0.1,0.1,0.043
