Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1958-59,25,TOT,NBA,PG,44,NA,691,4.3,12,0.359,3.3,4.7,0.7,6.1,5.3,2.6,11.9
1958-59,25,PHW,NBA,,23,NA,251,4.2,12.5,0.333,4,6.5,0.622,4.4,6.3,2.7,12.3
1958-59,25,CIN,NBA,PG,21,NA,440,4.4,11.8,0.375,2.9,3.7,0.778,7.1,4.7,2.5,11.7
1959-60,26,CIN,NBA,PG,72,NA,1235,4.6,11.3,0.409,2.2,3.7,0.606,5.2,6.8,4.4,11.5
1960-61,27,TOT,NBA,SG,61,NA,816,4.8,12.9,0.372,2.6,3.9,0.659,4.3,5.4,5.3,12.2
1960-61,27,STL,NBA,,7,NA,71,4.6,10.1,0.45,0,2,0,1.5,5.6,7.1,9.1
1960-61,27,CIN,NBA,SG,14,NA,86,4.2,13.4,0.313,2.1,2.9,0.714,3.8,4.6,5.4,10.5
1960-61,27,NYK,NBA,SG,40,NA,659,4.9,13.2,0.373,2.9,4.2,0.688,4.6,5.5,5.1,12.7
Career,NA,,NBA,,177,NA,2742,4.6,11.9,0.385,2.6,4,0.649,5.2,6,4.2,11.8
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,CIN,NBA,,107,NA,1761,4.5,11.5,0.395,2.4,3.7,0.654,5.6,6.2,3.9,11.5
1 season,NA,NYK,NBA,,40,NA,659,4.9,13.2,0.373,2.9,4.2,0.688,4.6,5.5,5.1,12.7
1 season,NA,PHW,NBA,,23,NA,251,4.2,12.5,0.333,4,6.5,0.622,4.4,6.3,2.7,12.3
1 season,NA,STL,NBA,,7,NA,71,4.6,10.1,0.45,0,2,0,1.5,5.6,7.1,9.1
