Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1975-76,22,KCK,NBA,SF,31,NA,163,3.5,10.4,0.34,5.3,7.3,0.727,2,4.4,6.4,2,0.9,0.2,NA,4,12.4
1976-77,23,KCK,NBA,SF,29,NA,162,7.8,15.6,0.5,3.3,3.8,0.882,1.8,4.2,6,1.8,0.7,0.2,NA,3.8,18.9
1977-78,24,TOT,NBA,SF,5,NA,24,6,19.5,0.308,0,0,NA,4.5,9,13.5,0,0,0,0,4.5,12
1977-78,24,KCK,NBA,SF,1,NA,7,5.1,5.1,1,0,0,NA,10.3,15.4,25.7,0,0,0,0,10.3,10.3
1977-78,24,BOS,NBA,SF,4,NA,17,6.4,25.4,0.25,0,0,NA,2.1,6.4,8.5,0,0,0,0,2.1,12.7
1978-79,25,SDC,NBA,SF,29,NA,413,3.1,7.8,0.4,1.1,1.8,0.619,1.3,2.7,4,2.2,1,0.2,1.6,3.2,7.4
Career,NA,,NBA,,94,NA,762,4.3,10.4,0.414,2.5,3.4,0.732,1.7,3.6,5.2,2,0.9,0.2,1.5,3.5,11.1
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,KCK,NBA,,61,NA,332,5.6,12.8,0.441,4.2,5.4,0.78,2.1,4.6,6.6,1.8,0.8,0.2,0,4,15.5
1 season,NA,SDC,NBA,,29,NA,413,3.1,7.8,0.4,1.1,1.8,0.619,1.3,2.7,4,2.2,1,0.2,1.6,3.2,7.4
1 season,NA,BOS,NBA,,4,NA,17,6.4,25.4,0.25,0,0,NA,2.1,6.4,8.5,0,0,0,0,2.1,12.7
