Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2018-19,22,PHI,NBA,PG,1,0,16:35,5,5,1,0,0,NA,0,0,NA,4,6,7,1,0,0,0,10
2019-20,23,PHI,NBA,PG,1,0,29:18,8,9,0.889,0,0,NA,1,2,0.5,1,6,5,2,1,0,0,17
Career,NA,,NBA,,2,0,46,13,14,0.929,0,0,NA,1,2,0.5,5,12,12,3,1,0,0,27
