,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
2000-01,19,OREGON,28,848,59,174,29,99,61,77,,70,106,29,4,67,59,208,.339,.293,.792,30.3,7.4,2.5,3.8
2001-02,20,OREGON,35,1209,169,361,93,211,111,128,,103,176,58,4,107,62,542,.468,.441,.867,34.5,15.5,2.9,5.0
2002-03,21,OREGON,33,1169,203,470,81,212,162,184,,112,218,63,2,129,77,649,.432,.382,.880,35.4,19.7,3.4,6.6
Career,,,96,3226,431,1005,203,522,334,389,,285,500,150,10,303,198,1399,.429,.389,.859,33.6,14.6,3.0,5.2
