,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2003-04,22,SEA,NBA,PG,69,1114,100%,,,,,-6.6,-8.2,47,21,45,6,20,0,382,2,22
2004-05,23,SEA,NBA,PG,82,2571,100%,,,,,+0.3,-7.1,98,30,91,9,45,0,1171,14,32
2005-06,24,SEA,NBA,PG,79,2625,99%,1%,,,,-4.4,-3.5,108,38,80,3,59,16,1276,10,40
2006-07,25,SEA,NBA,PG,71,2091,97%,3%,,,,-3.8,-1.2,90,30,86,16,55,14,840,14,36
2007-08,26,SEA,NBA,PG,61,1223,100%,,,,,-6.8,+3.3,47,15,64,4,25,7,522,7,21
2008-09,27,MIL,NBA,PG,72,2033,97%,3%,,,,-2.0,-1.5,84,25,107,9,32,19,832,4,16
2009-10,28,MIL,NBA,PG,82,1759,70%,30%,,,,+0.1,-3.3,65,24,110,7,32,14,746,7,21
2010-11,29,MIN,NBA,PG,71,2159,100%,,,,,-5.8,+2.6,95,37,61,9,35,8,895,8,25
2011-12,30,MIN,NBA,SG,53,1750,42%,56%,1%,,,-2.2,-0.2,61,26,69,5,25,16,589,4,18
2012-13,31,MIN,NBA,SG,82,2474,36%,60%,4%,,,-2.7,-1.4,88,28,88,4,31,22,676,7,36
2013-14,32,TOT,NBA,PG,61,1141,98%,2%,,,,-9.3,-5.5,50,9,49,4,5,14,398,1,8
2013-14,32,MIL,NBA,PG,36,763,100%,,,,,-13.1,-5.1,36,5,29,3,5,10,275,1,7
2013-14,32,CHA,NBA,PG,25,378,95%,5%,,,,-1.7,-1.7,14,4,20,1,0,4,123,0,1
2014-15,33,ORL,NBA,PG,47,683,100%,,,,,-10.6,-5.5,21,13,37,0,5,12,220,1,3
Career,,,NBA,,830,21623,85%,15%,1%,,,-3.7,-2.4,854,296,887,76,369,142,8547,79,278
,,,,,,,,,,,,,,,,,,,,,,
5 seasons,,SEA,NBA,,362,9624,99%,1%,,,,-3.6,-3.6,390,134,366,38,204,37,4191,47,151
3 seasons,,MIN,NBA,,206,6383,60%,39%,2%,,,-3.6,+0.3,244,91,218,18,91,46,2160,19,79
3 seasons,,MIL,NBA,,190,4555,87%,13%,,,,-3.0,-2.8,185,54,246,19,69,43,1853,12,44
1 season,,ORL,NBA,,47,683,100%,,,,,-10.6,-5.5,21,13,37,0,5,12,220,1,3
1 season,,CHA,NBA,,25,378,95%,5%,,,,-1.7,-1.7,14,4,20,1,0,4,123,0,1
