,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2004-05,23,SEA,NBA,PG,11,378,100%,,,,,-2.0,-3.1,12,3,16,1,3,0,104,1,3
2009-10,28,MIL,NBA,PG,7,121,66%,34%,,,,-9.6,-8.6,7,2,6,1,5,1,29,0,1
2013-14,32,CHA,NBA,PG,4,36,100%,,,,,-13.4,-3.1,3,0,1,0,0,0,26,0,0
Career,,,NBA,,22,535,92%,8%,,,,-4.5,-4.3,22,5,23,2,8,1,159,1,4
,,,,,,,,,,,,,,,,,,,,,,
1 season,,SEA,NBA,,11,378,100%,,,,,-2.0,-3.1,12,3,16,1,3,0,104,1,3
1 season,,MIL,NBA,,7,121,66%,34%,,,,-9.6,-8.6,7,2,6,1,5,1,29,0,1
1 season,,CHA,NBA,,4,36,100%,,,,,-13.4,-3.1,3,0,1,0,0,0,26,0,0
