Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Michael Smith,,0.7,0.3,0.3
Christian Wood,88.9,0.8,0.3,0.3
Gene Guarilia,81.9,0.7,0.5,0.3
Jerrod Mustaf,80.0,0.8,0.5,0.4
Jamie Watson,78.8,0.8,0.3,0.1
Bill Curley,78.7,0.7,0.5,0.2
Hank McDowell,78.3,0.7,0.4,0.1
Scott Roth,77.5,0.7,0.3,0.1
Troy Williams,76.8,0.5,0.4,0.4
Bob Peterson,74.9,0.9,0.4,0.2
Cartier Martin,74.6,0.8,0.4,0.1
