Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1958-59,22,STL,NBA,C,4,48,8.5,0.403,0.545,NA,NA,NA,2.9,NA,0,0.1,0,0.033
1961-62,25,CIN,NBA,C,4,69,10.7,0.461,0.19,NA,NA,NA,8.8,NA,0,0,0,0.017
1962-63,26,CIN,NBA,C,12,190,10.3,0.456,0.257,NA,NA,NA,6.9,NA,0,0.1,0.1,0.016
1963-64,27,LAL,NBA,C,1,12,5.4,0.41,0.5,NA,NA,NA,0,NA,0,0,0,-0.061
Career,NA,,NBA,,21,319,9.9,0.449,0.283,NA,NA,NA,6.5,NA,0,0.1,0.1,0.016
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,CIN,NBA,,16,259,10.4,0.457,0.242,NA,NA,NA,7.4,NA,0,0.1,0.1,0.016
1 season,NA,STL,NBA,,4,48,8.5,0.403,0.545,NA,NA,NA,2.9,NA,0,0.1,0,0.033
1 season,NA,LAL,NBA,,1,12,5.4,0.41,0.5,NA,NA,NA,0,NA,0,0,0,-0.061
