Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1958-59,22,STL,NBA,C,65,NA,950,5.2,12,0.429,2,2.7,0.746,12,1.2,6.5,12.3
1959-60,23,TOT,NBA,PF-C,71,NA,1820,5.3,11.9,0.449,2.7,3.6,0.728,12.1,1.4,4.5,13.3
1959-60,23,STL,NBA,C,2,NA,17,2.1,6.4,0.333,0,0,NA,4.2,0,4.2,4.2
1959-60,23,CIN,NBA,PF,69,NA,1803,5.4,11.9,0.45,2.7,3.7,0.728,12.2,1.4,4.6,13.4
1960-61,24,CIN,NBA,C,75,NA,1216,4.6,10.8,0.429,2.5,3.6,0.697,10.9,2,5.9,11.8
1961-62,25,CIN,NBA,C,80,NA,1446,5.1,11.5,0.441,1.5,2,0.732,11,1.3,6.6,11.6
1962-63,26,CIN,NBA,C,80,NA,1299,5.5,11.8,0.466,2.1,2.7,0.755,11,2.3,7.2,13.1
1963-64,27,LAL,NBA,C,46,NA,386,3.1,8.5,0.363,0.9,1.4,0.667,10,2.1,6.8,7.1
1964-65,28,DET,NBA,C,62,NA,753,4,10.6,0.38,1.9,2.8,0.69,9.8,1.8,6.5,9.9
Career,NA,,NBA,,479,NA,7870,4.9,11.3,0.436,2.1,2.9,0.724,11.2,1.7,6.1,12
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,CIN,NBA,,304,NA,5764,5.2,11.5,0.447,2.2,3,0.726,11.3,1.7,6,12.5
2 seasons,NA,STL,NBA,,67,NA,967,5.1,11.9,0.428,2,2.6,0.746,11.9,1.2,6.4,12.2
1 season,NA,DET,NBA,,62,NA,753,4,10.6,0.38,1.9,2.8,0.69,9.8,1.8,6.5,9.9
1 season,NA,LAL,NBA,,46,NA,386,3.1,8.5,0.363,0.9,1.4,0.667,10,2.1,6.8,7.1
