Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1958-59,22,STL,NBA,C,65,NA,14.6,2.1,4.9,0.429,0.8,1.1,0.746,4.9,0.5,2.6,5
1959-60,23,TOT,NBA,PF-C,71,NA,25.6,3.8,8.5,0.449,1.9,2.6,0.728,8.6,1,3.2,9.5
1959-60,23,STL,NBA,C,2,NA,8.5,0.5,1.5,0.333,0,0,NA,1,0,1,1
1959-60,23,CIN,NBA,PF,69,NA,26.1,3.9,8.7,0.45,1.9,2.7,0.728,8.9,1,3.3,9.7
1960-61,24,CIN,NBA,C,75,NA,16.2,2.1,4.9,0.429,1.1,1.6,0.697,4.9,0.9,2.7,5.3
1961-62,25,CIN,NBA,C,80,NA,18.1,2.5,5.8,0.441,0.8,1,0.732,5.5,0.7,3.3,5.8
1962-63,26,CIN,NBA,C,80,NA,16.2,2.5,5.3,0.466,0.9,1.2,0.755,5,1,3.3,5.9
1963-64,27,LAL,NBA,C,46,NA,8.4,0.7,2,0.363,0.2,0.3,0.667,2.3,0.5,1.6,1.7
1964-65,28,DET,NBA,C,62,NA,12.1,1.4,3.6,0.38,0.6,0.9,0.69,3.3,0.6,2.2,3.4
Career,NA,,NBA,,479,NA,16.4,2.3,5.2,0.436,1,1.3,0.724,5.1,0.8,2.8,5.5
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,CIN,NBA,,304,NA,19,2.7,6.1,0.447,1.2,1.6,0.726,6,0.9,3.1,6.6
2 seasons,NA,STL,NBA,,67,NA,14.4,2,4.8,0.428,0.8,1.1,0.746,4.8,0.5,2.6,4.9
1 season,NA,DET,NBA,,62,NA,12.1,1.4,3.6,0.38,0.6,0.9,0.69,3.3,0.6,2.2,3.4
1 season,NA,LAL,NBA,,46,NA,8.4,0.7,2,0.363,0.2,0.3,0.667,2.3,0.5,1.6,1.7
