,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1974-75,22,GSW,NBA,,6,14,,,,,8,12,,,7,4,,,,5,20,
1975-76,23,GSW,NBA,,17,27,,,,,9,10,,,7,8,,,,6,37,
1976-77,24,GSW,NBA,,14,19,,,,,7,10,,,9,7,,,,5,35,
1981-82,29,TOT,NBA,,4,10,0,1,4,9,1,2,1,3,4,2,,,1,5,8,
1981-82,29,SEA,NBA,,4,10,0,1,4,9,1,2,1,3,4,2,,,1,5,8,
1982-83,30,SEA,NBA,,3,5,0,0,3,5,0,0,0,3,3,1,0,0,2,1,6,2.9
Career,,,,,17,27,,,4,,9,12,,,9,8,,,,6,37,
3 Seasons,,GSW,NBA,,17,27,,,,,9,12,,,9,8,,,,6,37,
2 Seasons,,SEA,NBA,,4,10,0,1,4,9,1,2,1,3,4,2,,,2,5,8,
