,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1967-68,23,TOT,ABA,,11,,4,,,,5,8,,,,,,,,,24
1967-68,23,KEN,ABA,,10,,4,,,,3,7,,,,,,,,,24
1967-68,23,NJA,ABA,,11,,2,,,,5,8,,,,,,,,,23
1968-69,24,TOT,ABA,,18,,4,,,,10,10,,,,,,,,,37
1968-69,24,NYA,ABA,,6,,2,,,,6,6,,,,,,,,,18
1968-69,24,HSM,ABA,,18,,4,,,,10,10,,,,,,,,,37
1969-70,25,PTP,ABA,,13,,2,,,,8,10,,,,,,,,,31
1970-71,26,PTC,ABA,,25,,2,,,,11,11,,,,,,,,,62
1971-72,27,TOT,ABA,,14,,2,,,,6,7,,,,,,,,,29
1971-72,27,PTC,ABA,,10,,1,,,,3,5,,,,,,,,,22
1971-72,27,CAR,ABA,,14,,2,,,,6,7,,,,,,,,,29
1972-73,28,SDA,ABA,,16,,4,,,,8,9,,,,,,,,,37
1973-74,29,SDA,ABA,,19,,5,,,,10,13,,,,,,,,,45
1974-75,30,TOT,ABA,,20,,4,,,,5,7,,,,,,,,,40
1974-75,30,SDA,ABA,,16,,3,,,,3,3,,,,,,,,,33
1974-75,30,MMS,ABA,,20,,4,,,,5,7,,,,,,,,,40
1975-76,31,TOT,ABA,,7,,1,,,,8,10,,,,,,,,,22
1975-76,31,SDS,ABA,,7,,0,,,,8,10,,,,,,,,,22
1975-76,31,SAA,ABA,,6,,1,,,,1,2,,,,,,,,,13
Career,,,,,25,,5,,,,11,13,,,,,,,,,62
4 Seasons,,"SDA,SDS",ABA,,19,,5,,,,10,13,,,,,,,,,45
3 Seasons,,"PTC,PTP",ABA,,25,,2,,,,11,11,,,,,,,,,62
2 Seasons,,"CAR,HSM",ABA,,18,,4,,,,10,10,,,,,,,,,37
1 Season,,MMS,ABA,,20,,4,,,,5,7,,,,,,,,,40
2 Seasons,,"NJA,NYA",ABA,,11,,2,,,,6,8,,,,,,,,,23
1 Season,,KEN,ABA,,10,,4,,,,3,7,,,,,,,,,24
1 Season,,SAA,ABA,,6,,1,,,,1,2,,,,,,,,,13
