Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1975-76,22,TOT,NBA,SF,34,NA,222,5.2,14.8,0.352,3.2,5.2,0.625,3.1,4.7,7.8,1.6,1.3,0.5,5.8,13.6
1975-76,22,SEA,NBA,SF,7,NA,37,5.8,10.7,0.545,1,1.9,0.5,1.9,4.9,6.8,1.9,0,0,4.9,12.6
1975-76,22,NYK,NBA,SF,27,NA,185,5.1,15.6,0.325,3.7,5.8,0.633,3.3,4.7,8,1.6,1.6,0.6,6,13.8
Career,NA,,NBA,,34,NA,222,5.2,14.8,0.352,3.2,5.2,0.625,3.1,4.7,7.8,1.6,1.3,0.5,5.8,13.6
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,NYK,NBA,,27,NA,185,5.1,15.6,0.325,3.7,5.8,0.633,3.3,4.7,8,1.6,1.6,0.6,6,13.8
1 season,NA,SEA,NBA,,7,NA,37,5.8,10.7,0.545,1,1.9,0.5,1.9,4.9,6.8,1.9,0,0,4.9,12.6
