Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1977-78,22,NYK,NBA,SF,72,NA,1017,5.6,14.6,0.386,NA,NA,NA,5.6,14.6,0.386,3.6,5.2,0.686,4,6.8,10.8,3.6,2.4,0.8,3.5,7.8,14.8,NA,91,100
1978-79,23,NYK,NBA,SF,75,NA,1602,4.6,9.3,0.494,NA,NA,NA,4.6,9.3,0.494,1.6,2.8,0.567,4.2,7.9,12.1,3,2.8,0.5,2.7,6.5,10.8,NA,101,102
1979-80,24,DEN,NBA,SF,59,NA,1020,6.7,13,0.517,0.1,0.3,0.333,6.6,12.7,0.521,4.2,5.5,0.76,4.8,6.9,11.7,3.7,3.1,0.7,2.6,5.4,17.7,NA,116,104
1980-81,25,DEN,NBA,PF,73,NA,1077,6.3,13.4,0.471,0,0.1,0,6.3,13.3,0.474,4.5,5.6,0.818,5.5,6.9,12.5,3.4,3.7,0.8,2.8,7.5,17.1,NA,113,104
1981-82,26,DEN,NBA,SF,80,0,1699,6.4,12.7,0.505,0,0.1,0,6.4,12.7,0.508,4.1,5.6,0.737,3.6,7.3,10.9,3.9,2.4,0.9,2.6,5.9,17,NA,114,111
1982-83,27,DEN,NBA,PF,76,2,1130,5.1,11.1,0.456,0,0.1,0,5.1,11,0.46,3.1,4.3,0.719,4.1,7.3,11.4,3.8,3,0.3,1.9,6.1,13.3,NA,112,105
Career,NA,,NBA,,435,2,7545,5.8,12.2,0.473,0,0.1,0.143,5.7,12.1,0.475,3.4,4.7,0.724,4.3,7.2,11.5,3.6,2.8,0.7,2.7,6.5,14.9,NA,108,105
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,DEN,NBA,,288,2,4926,6.1,12.5,0.489,0,0.1,0.143,6.1,12.4,0.493,4,5.3,0.757,4.4,7.1,11.5,3.7,3,0.7,2.5,6.2,16.3,NA,114,107
2 seasons,NA,NYK,NBA,,147,NA,2619,5,11.4,0.439,NA,NA,NA,5,11.4,0.439,2.4,3.7,0.633,4.1,7.5,11.6,3.2,2.6,0.6,3,7,12.4,NA,96,101
