,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1997-98,24,CHI,NBA,31:08,4,7,2,4,4,5,2,4,1,2,2,1,1,1,2,5,9,4.6
1998-99,25,CHI,NBA,45:43,6,11,4,6,5,8,4,4,1,6,7,9,5,1,4,5,15,12.7
1999-00,26,CHI,NBA,45:50,6,14,2,7,6,11,2,2,1,3,4,5,3,0,4,4,13,10.0
2001-02,28,UTA,NBA,31:42,6,12,2,4,4,10,4,6,2,3,4,12,2,1,3,5,14,17.2
2003-04,30,GSW,NBA,8:53,1,1,1,1,0,1,1,2,0,2,2,2,1,0,2,2,3,2.7
Career,,,,45:50,6,14,4,7,6,11,4,6,2,6,7,12,5,1,4,5,15,17.2
3 Seasons,,CHI,NBA,45:50,6,14,4,7,6,11,4,4,1,6,7,9,5,1,4,5,15,12.7
1 Season,,UTA,NBA,31:42,6,12,2,4,4,10,4,6,2,3,4,12,2,1,3,5,14,17.2
1 Season,,GSW,NBA,8:53,1,1,1,1,0,1,1,2,0,2,2,2,1,0,2,2,3,2.7
