Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1967-68,23,DET,NBA,SG,81,1585,10.9,0.44,0.239,NA,NA,NA,18.6,NA,NA,NA,-0.7,1.1,0.4,0.012,NA,NA,NA,NA,NA
1968-69,24,DET,NBA,SG,69,1639,14.9,0.523,0.342,NA,NA,NA,18.6,NA,NA,NA,3.1,0.5,3.6,0.105,NA,NA,NA,NA,NA
1969-70,25,DET,NBA,SG,81,2869,16.4,0.531,0.316,NA,NA,NA,13,NA,NA,NA,5.3,0.9,6.2,0.104,NA,NA,NA,NA,NA
1970-71,26,DET,NBA,SG,79,2765,14.5,0.503,0.345,NA,NA,3.6,14.2,NA,NA,NA,3.4,1.7,5.1,0.088,NA,NA,NA,NA,NA
1971-72,27,DET,NBA,SG,78,3083,15.6,0.521,0.346,NA,NA,3.6,15.2,NA,NA,NA,5.1,0.4,5.5,0.085,NA,NA,NA,NA,NA
1972-73,28,HOU,NBA,PG,81,3079,14.7,0.511,0.212,NA,NA,4.1,18.8,NA,NA,NA,4.3,1.8,6.1,0.095,NA,NA,NA,NA,NA
1973-74,29,TOT,NBA,SG,75,2958,14.5,0.518,0.269,1.4,5.8,3.6,15.8,1.2,0.2,NA,4.1,0.7,4.8,0.077,NA,-0.1,-1.5,-1.6,0.3
1973-74,29,HOU,NBA,SG,3,38,10,0.563,0.083,0,5.6,2.8,14.8,0,0,NA,0,0,0,0.051,NA,-3.3,-0.4,-3.7,0
1973-74,29,KCO,NBA,SG,72,2920,14.6,0.518,0.27,1.4,5.8,3.6,15.8,1.3,0.2,NA,4,0.7,4.7,0.078,NA,0,-1.6,-1.6,0.3
1974-75,30,KCO,NBA,SG,81,3122,12.7,0.524,0.248,1.7,6.2,4,11.2,1.3,0.2,NA,4.3,1.9,6.2,0.095,NA,-0.6,-0.8,-1.4,0.5
1975-76,31,KCK,NBA,SG,73,2490,13.6,0.538,0.281,2,5.3,3.6,10.7,1.6,0.3,NA,4.3,0.9,5.2,0.101,NA,-0.3,-0.7,-1,0.6
Career,NA,,NBA,,698,23590,14.4,0.515,0.289,1.7,5.8,3.8,14.8,1.3,0.2,NA,33,9.8,42.9,0.087,NA,-0.3,-1,-1.4,1.4
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,DET,NBA,,388,11941,14.8,0.509,0.323,NA,NA,3.6,15.3,NA,NA,NA,16.1,4.6,20.7,0.083,NA,NA,NA,NA,NA
3 seasons,NA,"KCO,KCK",NBA,,226,8532,13.6,0.526,0.266,1.7,5.8,3.8,12.6,1.4,0.2,NA,12.6,3.5,16.1,0.091,NA,-0.3,-1,-1.3,1.4
2 seasons,NA,HOU,NBA,,84,3117,14.7,0.512,0.211,0,5.6,4.1,18.8,0,0,NA,4.3,1.8,6.1,0.094,NA,-3.3,-0.4,-3.7,0
