Career,Career,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3,4
Jordan Mickey,,0.3,0.1,0.1,NA
Chris McCullough,83.0,0.3,0.2,0.1,NA
Easy Parham,73.7,0.3,0.1,0,NA
Scooter McCray,72.4,0.3,0.1,0,NA
Alando Tucker,68.4,0.2,0.1,0,NA
Pops Mensah-Bonsu,63.4,0.3,0,0,0
Jarnell Stokes,63.2,0.5,0.1,0.1,NA
Bob Bigelow,59.2,0.4,0,0,0
David Vaughn,54.3,0.4,0.2,0.1,-0.1
Pape Sow,53.4,0.6,0.2,0.1,NA
Ken Durrett,51.8,0.5,0.1,0,0
