Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1974-75,23,PHO,NBA,C,79,1040,15.2,0.422,0.261,15.2,30.1,22.5,13.1,1.2,1.7,NA,NA,NA,-0.5,1.6,1,0.048,NA,-1.3,-0.3,-1.6,0.1
1975-76,24,DET,NBA,C,46,562,15.2,0.49,0.289,18.6,27.7,23.1,4.2,1.8,1.9,NA,NA,NA,0.5,0.8,1.3,0.114,NA,0.1,-0.8,-0.7,0.2
1976-77,25,NYN,NBA,C,1,7,11.2,0.323,3,13.8,15.3,14.5,18.2,0,8,NA,NA,NA,-0.1,0,0,-0.328,NA,-4.9,0,-4.9,0
1978-79,27,BOS,NBA,C,20,273,15.3,0.457,0.195,16.5,26.2,21.4,6.3,2,1.7,13,22,NA,0,0.4,0.4,0.069,NA,-1.7,-0.9,-2.6,0
Career,NA,,NBA,,146,1882,15.2,0.443,0.264,16.4,28.8,22.5,9.5,1.5,1.8,13,22,NA,0,2.8,2.7,0.069,NA,-0.9,-0.6,-1.5,0.2
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,PHO,NBA,,79,1040,15.2,0.422,0.261,15.2,30.1,22.5,13.1,1.2,1.7,NA,NA,NA,-0.5,1.6,1,0.048,NA,-1.3,-0.3,-1.6,0.1
1 season,NA,DET,NBA,,46,562,15.2,0.49,0.289,18.6,27.7,23.1,4.2,1.8,1.9,NA,NA,NA,0.5,0.8,1.3,0.114,NA,0.1,-0.8,-0.7,0.2
1 season,NA,BOS,NBA,,20,273,15.3,0.457,0.195,16.5,26.2,21.4,6.3,2,1.7,13,22,NA,0,0.4,0.4,0.069,NA,-1.7,-0.9,-2.6,0
1 season,NA,NYN,NBA,,1,7,11.2,0.323,3,13.8,15.3,14.5,18.2,0,8,NA,NA,NA,-0.1,0,0,-0.328,NA,-4.9,0,-4.9,0
