Career,Career,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3,4,5,6
Earl Williams,,1.3,1,0.4,0,NA,NA
Robert Sacre,83.8,1.4,0.8,0.3,-0.1,NA,NA
David Harrison,77.7,1.5,1.4,0.4,-0.2,NA,NA
Pétur Guðmundsson,75.2,1.4,0.6,0.3,-0.1,NA,NA
Rich Johnson,74.5,1.2,0.9,0.1,NA,NA,NA
Steve Hayes,74.0,1.2,0.9,0.3,0.3,0.2,NA
Gene Tormohlen,72.6,1.4,0.8,0.1,0,0,0
Eric Fernsten,69.6,1.2,1,0.5,0.5,0.2,0
Bob Elliott,69.2,1.6,0.8,0.7,NA,NA,NA
Zendon Hamilton,68.7,1.8,1.1,0.1,0.1,0,0
Hank Beenders,67.8,1.1,0.9,-0.1,NA,NA,NA
