Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1974-75,23,PHO,NBA,C,79,NA,1040,163,394,0.414,45,103,0.437,156,300,456,95,28,32,NA,146,371
1975-76,24,DET,NBA,C,46,NA,562,73,152,0.48,22,44,0.5,103,148,251,18,22,20,NA,81,168
1976-77,25,NYN,NBA,C,1,NA,7,0,2,0,3,6,0.5,1,1,2,1,0,1,NA,2,3
1978-79,27,BOS,NBA,C,20,NA,273,54,123,0.439,14,24,0.583,41,64,105,12,12,9,20,41,122
Career,NA,,NBA,,146,NA,1882,290,671,0.432,84,177,0.475,301,513,814,126,62,62,20,270,664
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,PHO,NBA,,79,NA,1040,163,394,0.414,45,103,0.437,156,300,456,95,28,32,NA,146,371
1 season,NA,DET,NBA,,46,NA,562,73,152,0.48,22,44,0.5,103,148,251,18,22,20,NA,81,168
1 season,NA,BOS,NBA,,20,NA,273,54,123,0.439,14,24,0.583,41,64,105,12,12,9,20,41,122
1 season,NA,NYN,NBA,,1,NA,7,0,2,0,3,6,0.5,1,1,2,1,0,1,NA,2,3
