Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1974-75,23,PHO,NBA,C,79,NA,1040,5.6,13.6,0.414,1.6,3.6,0.437,5.4,10.4,15.8,3.3,1,1.1,NA,5.1,12.8
1975-76,24,DET,NBA,C,46,NA,562,4.7,9.7,0.48,1.4,2.8,0.5,6.6,9.5,16.1,1.2,1.4,1.3,NA,5.2,10.8
1976-77,25,NYN,NBA,C,1,NA,7,0,10.3,0,15.4,30.9,0.5,5.1,5.1,10.3,5.1,0,5.1,NA,10.3,15.4
1978-79,27,BOS,NBA,C,20,NA,273,7.1,16.2,0.439,1.8,3.2,0.583,5.4,8.4,13.8,1.6,1.6,1.2,2.6,5.4,16.1
Career,NA,,NBA,,146,NA,1882,5.5,12.8,0.432,1.6,3.4,0.475,5.8,9.8,15.6,2.4,1.2,1.2,2.6,5.2,12.7
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,PHO,NBA,,79,NA,1040,5.6,13.6,0.414,1.6,3.6,0.437,5.4,10.4,15.8,3.3,1,1.1,NA,5.1,12.8
1 season,NA,DET,NBA,,46,NA,562,4.7,9.7,0.48,1.4,2.8,0.5,6.6,9.5,16.1,1.2,1.4,1.3,NA,5.2,10.8
1 season,NA,BOS,NBA,,20,NA,273,7.1,16.2,0.439,1.8,3.2,0.583,5.4,8.4,13.8,1.6,1.6,1.2,2.6,5.4,16.1
1 season,NA,NYN,NBA,,1,NA,7,0,10.3,0,15.4,30.9,0.5,5.1,5.1,10.3,5.1,0,5.1,NA,10.3,15.4
