Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1974-75,23,PHO,NBA,C,79,,13.2,2.1,5.0,.414,0.6,1.3,.437,2.0,3.8,5.8,1.2,0.4,0.4,,1.8,4.7
1975-76,24,DET,NBA,C,46,,12.2,1.6,3.3,.480,0.5,1.0,.500,2.2,3.2,5.5,0.4,0.5,0.4,,1.8,3.7
1976-77,25,NYN,NBA,C,1,,7.0,0.0,2.0,.000,3.0,6.0,.500,1.0,1.0,2.0,1.0,0.0,1.0,,2.0,3.0
1977-78,26,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
1978-79,27,BOS,NBA,C,20,,13.7,2.7,6.2,.439,0.7,1.2,.583,2.1,3.2,5.3,0.6,0.6,0.5,1.0,2.1,6.1
Career,NA,,NBA,,146,,12.9,2.0,4.6,.432,0.6,1.2,.475,2.1,3.5,5.6,0.9,0.4,0.4,1.0,1.8,4.5
,NA,,,,,,,,,,,,,,,,,,,,,
1 season,NA,PHO,NBA,,79,,13.2,2.1,5.0,.414,0.6,1.3,.437,2.0,3.8,5.8,1.2,0.4,0.4,,1.8,4.7
1 season,NA,DET,NBA,,46,,12.2,1.6,3.3,.480,0.5,1.0,.500,2.2,3.2,5.5,0.4,0.5,0.4,,1.8,3.7
1 season,NA,BOS,NBA,,20,,13.7,2.7,6.2,.439,0.7,1.2,.583,2.1,3.2,5.3,0.6,0.6,0.5,1.0,2.1,6.1
1 season,NA,NYN,NBA,,1,,7.0,0.0,2.0,.000,3.0,6.0,.500,1.0,1.0,2.0,1.0,0.0,1.0,,2.0,3.0
