,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1967-68,23,NOB,ABA,,13,,1,,,,10,13,,,,,,,,,31
1968-69,24,NOB,ABA,,13,,2,,,,10,11,,,,,,,,,34
1969-70,25,NOB,ABA,,13,,3,,,,11,13,,,,,,,,,29
1970-71,26,UTS,ABA,,11,,2,,,,10,12,,,,,,,,,32
1971-72,27,UTS,ABA,,15,,3,,,,11,11,,,,,,,,,34
1972-73,28,SDA,ABA,,16,,2,,,,9,9,,,,,,,,,36
1973-74,29,TOT,ABA,,11,,1,,,,7,7,,,,,,,,,23
1973-74,29,SDA,ABA,,11,,1,,,,7,7,,,,,,,,,23
1973-74,29,KEN,ABA,,9,,0,,,,6,7,,,,,,,,,19
1974-75,30,TOT,ABA,,12,,1,,,,15,16,,,,,,,,,32
1974-75,30,KEN,ABA,,5,10,0,0,5,10,2,2,,,6,1,,,1,2,12
1974-75,30,VIR,ABA,,12,,1,,,,15,16,,,,,,,,,32
Career,,,,,16,,3,,,,15,16,,,,,,,,,36
3 Seasons,,NOB,ABA,,13,,3,,,,11,13,,,,,,,,,34
2 Seasons,,UTS,ABA,,15,,3,,,,11,12,,,,,,,,,34
2 Seasons,,SDA,ABA,,16,,2,,,,9,9,,,,,,,,,36
1 Season,,VIR,ABA,,12,,1,,,,15,16,,,,,,,,,32
2 Seasons,,KEN,ABA,,9,,0,,,,6,7,,,,,,,,,19
