Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
1967-68,23,NOB,ABA,C,1,NA,18:00,2,5,0.4,0,0,NA,0,0,NA,2,4,0,NA,NA,2,1,4
1968-69,24,NOB,ABA,C,1,NA,21:00,8,14,0.571,0,0,NA,3,4,0.75,3,5,1,NA,NA,1,2,19
1970-71,26,UTS,ABA,PF,1,NA,14:00,2,6,0.333,0,0,NA,0,0,NA,1,2,1,NA,NA,0,2,4
Career,NA,,ABA,,3,NA,53,12,25,0.48,0,0,NA,3,4,0.75,6,11,2,NA,NA,3,5,27
