Season,Team,Lg,Salary
1996-97,Miami Heat,NBA,"$401,000"
1997-98,Dallas Mavericks,NBA,"$675,120"
1998-99,Chicago Bulls,NBA,"$763,200"
Career,(may be incomplete),,"$1,839,320"
