Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1977-78,22,ATL,NBA,C,2,51,11.5,0.515,NA,0.667,6.3,14,10,2.9,1,4.9,16.2,15.8,NA,0,0.1,0.1,0.049,NA,-2.7,0.6,-2.1,0
1978-79,23,ATL,NBA,C,9,212,12.1,0.45,NA,0.255,9.6,23.1,16.8,3.2,0.7,6,19.8,14.1,NA,-0.1,0.4,0.3,0.063,NA,-2.5,2,-0.5,0.1
1979-80,24,ATL,NBA,C,5,134,16,0.593,0,0.323,14.1,17.6,15.8,3.6,0.8,6.8,14.5,13.3,NA,0.2,0.1,0.4,0.137,NA,0.2,1.4,1.7,0.1
1981-82,26,ATL,NBA,C,2,65,4.1,0.451,0,0.667,9.1,6.8,8.1,5.2,0,6,39.2,9.2,NA,-0.1,0,-0.1,-0.056,NA,-5.8,1.7,-4.1,0
1982-83,27,ATL,NBA,C,3,118,10.3,0.468,0,0.333,9,17.1,13.1,4,0.4,4.7,16.2,13.8,NA,-0.1,0.2,0.2,0.063,NA,-1.7,1.2,-0.5,0
1983-84,28,ATL,NBA,C,5,152,4.8,0.438,0,0.32,7.3,21.1,13.6,1,0.7,4.5,27.8,11.2,NA,-0.3,0.2,-0.1,-0.03,NA,-6,0.5,-5.5,-0.1
1985-86,30,ATL,NBA,C,9,248,10.2,0.569,0,0.234,8,26.6,17.3,1.6,0.4,3.4,18.8,10.8,NA,0,0.3,0.4,0.068,NA,-2.2,1.3,-0.9,0.1
1986-87,31,ATL,NBA,C,9,221,9.7,0.585,0,0.5,9.9,17.6,13.8,1.9,0.7,4.8,17,8.3,NA,0.1,0.4,0.5,0.113,NA,-1.8,1.7,-0.1,0.1
1987-88,32,ATL,NBA,C,12,333,10.1,0.622,0,0.417,8.2,17.7,12.8,2.2,1.5,3.7,10.5,6.3,NA,0.4,0.3,0.7,0.107,NA,-1.4,2.1,0.7,0.2
1988-89,33,CLE,NBA,C,5,74,14.7,0.735,0,0.625,7.8,17.7,12.7,2,2.2,6.4,8.9,6.9,NA,0.1,0.2,0.3,0.188,NA,-0.5,4.6,4.2,0.1
1989-90,34,CLE,NBA,C,3,38,6.6,0.613,0,2.667,0,22.3,12.3,3.2,2.7,1.7,31.5,11.5,NA,0,0.1,0,0.044,NA,-6.1,2.7,-3.3,0
1990-91,35,DET,NBA,C,6,32,3.4,1,0,0,3.3,7.2,5.2,0,1.7,2.1,50,5.5,NA,0,0,0,0.016,NA,-4.5,1,-3.5,0
1992-93,37,HOU,NBA,C,6,16,3.2,0,0.333,0,8,19.6,14.4,0,6.6,0,0,8.6,NA,-0.1,0,0,-0.028,NA,-7.2,0.2,-7,0
1993-94,38,ORL,NBA,C,3,29,3.6,0.4,0,0,12.2,0,6.2,0,1.9,2.4,0,7.6,NA,0,0,0,0.036,NA,-7.8,-0.7,-8.5,0
1994-95,39,ORL,NBA,C,14,81,0.8,0.518,0,0.8,5.9,2.9,4.4,0,0,5.7,37.2,6.1,NA,-0.1,0,-0.1,-0.035,NA,-8.3,0.7,-7.5,-0.1
Career,NA,,NBA,,93,1804,9.5,0.534,0.003,0.377,8.6,18.3,13.5,2.3,0.9,4.6,19,10,NA,0.3,2.3,2.6,0.069,NA,-2.7,1.6,-1.1,0.4
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9 seasons,NA,ATL,NBA,,56,1534,10.1,0.531,0,0.35,9.1,19.6,14.3,2.5,0.8,4.7,18.5,10.5,NA,0.3,2,2.3,0.072,NA,-2.3,1.6,-0.7,0.5
2 seasons,NA,ORL,NBA,,17,110,1.5,0.468,0,0.4,7.5,2.1,4.9,0,0.5,4.8,25.4,6.5,NA,-0.1,0,0,-0.017,NA,-8.1,0.4,-7.8,-0.2
2 seasons,NA,CLE,NBA,,8,112,11.9,0.688,0,1.182,5.2,19.2,12.6,2.4,2.3,4.8,19.3,8.5,NA,0.1,0.2,0.3,0.139,NA,-2.4,4,1.6,0.1
1 season,NA,DET,NBA,,6,32,3.4,1,0,0,3.3,7.2,5.2,0,1.7,2.1,50,5.5,NA,0,0,0,0.016,NA,-4.5,1,-3.5,0
1 season,NA,HOU,NBA,,6,16,3.2,0,0.333,0,8,19.6,14.4,0,6.6,0,0,8.6,NA,-0.1,0,0,-0.028,NA,-7.2,0.2,-7,0
