Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1981-82,22,BOS,NBA,SG,10,NA,129,7.2,17.1,0.422,0.8,1.5,0.5,6.5,15.6,0.415,3.8,4.9,0.769,2.3,2.7,4.9,4.2,0.8,0.4,4.2,8,19,NA,98,105
1982-83,23,BOS,NBA,SG,7,NA,201,6.9,17.9,0.389,0.5,1.2,0.4,6.5,16.6,0.388,2,2.7,0.727,0.5,3,3.5,6.2,1.2,0.2,1.5,6,16.4,NA,97,106
1983-84,24,BOS,NBA,SG,19,NA,253,7.9,17.4,0.456,0.4,1.7,0.222,7.5,15.7,0.481,1.4,1.9,0.7,0.8,2.3,3.1,7.4,1.7,0.4,2.5,7,17.6,NA,105,110
1984-85,25,BOS,NBA,SG,21,21,687,6.7,14.3,0.466,0.5,1.1,0.438,6.2,13.2,0.469,2.1,2.7,0.769,1.4,2.6,4,8.3,2.2,0.1,2.2,5.2,15.9,NA,112,111
1985-86,26,BOS,NBA,SG,18,18,652,8,14.4,0.554,1,2.5,0.412,7,11.9,0.585,3.9,4.5,0.867,1.6,4,5.7,7,3.1,0.1,2.3,4.3,21,NA,128,105
1986-87,27,BOS,NBA,SG,20,19,762,7.5,15.4,0.487,2.1,4.7,0.438,5.4,10.7,0.509,2,2.3,0.861,0.8,2.5,3.4,6,1.6,0.3,2.7,4,19.1,NA,113,118
1987-88,28,BOS,NBA,SG,17,17,670,5.5,14.3,0.386,1.5,4.5,0.328,4,9.8,0.413,2.9,3.3,0.881,1.2,3,4.1,8.5,0.7,0.1,3.2,5,15.4,NA,102,113
1990-91,31,POR,NBA,SG,16,0,277,8.7,19.4,0.448,2,6.7,0.306,6.7,12.8,0.522,4.3,5.2,0.821,0.2,5,5.2,5.7,2.2,0.7,4.4,6.1,23.7,NA,103,110
1991-92,32,POR,NBA,SG,21,0,449,9.2,19.1,0.479,2.4,5.9,0.404,6.8,13.2,0.513,4.4,5.3,0.83,0.9,3.6,4.5,5.5,1.7,0.1,2.8,6.6,25.1,NA,118,113
1992-93,33,PHO,NBA,SG,24,0,591,5.6,14.9,0.376,2.9,7,0.413,2.7,7.9,0.344,3,3.4,0.872,1.8,3.5,5.3,4.9,1.1,0.2,1.9,5.3,17.1,NA,112,114
1993-94,34,PHO,NBA,SG,10,0,230,5.9,12.9,0.458,3.7,8.8,0.425,2.2,4.2,0.526,3.3,4.6,0.714,1.5,3.5,5,4.6,1.3,0.2,1.1,5.7,18.8,NA,133,115
1994-95,35,PHO,NBA,SG,10,0,137,7.2,14.4,0.5,4.5,9.8,0.462,2.6,4.5,0.583,3.8,4.2,0.909,0.8,3,3.8,3.8,1.9,0,2.3,5.7,22.7,NA,133,116
Career,NA,,NBA,,193,75,5038,7.1,15.6,0.456,1.7,4.3,0.397,5.4,11.3,0.479,2.9,3.5,0.829,1.2,3.2,4.4,6.5,1.7,0.2,2.5,5.3,18.8,NA,113,112
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7 seasons,NA,BOS,NBA,,112,75,3354,7,15.1,0.465,1.1,2.9,0.392,5.9,12.2,0.483,2.6,3.1,0.829,1.2,2.9,4.1,7.2,1.8,0.2,2.6,5,17.8,NA,111,111
3 seasons,NA,PHO,NBA,,44,0,958,5.9,14.3,0.412,3.3,7.8,0.425,2.6,6.5,0.397,3.2,3.8,0.831,1.6,3.4,5,4.7,1.2,0.2,1.8,5.5,18.3,NA,119,115
2 seasons,NA,POR,NBA,,37,0,726,9,19.2,0.467,2.2,6.2,0.364,6.7,13.1,0.516,4.4,5.3,0.827,0.6,4.1,4.8,5.6,1.9,0.4,3.4,6.4,24.6,NA,112,112
