,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2000-01,22,LAL,NBA,SG,16,694,.469,11.3,.905,.260,.184,.187,.274,.095,.485,.624,.470,.448,.388,.324,.350,.036,11,.818,.088,.667,1,0
2001-02,23,LAL,NBA,SG,19,833,.434,11.8,.865,.267,.176,.186,.237,.135,.442,.548,.434,.413,.353,.379,.261,.049,19,.682,.086,.800,1,0
2002-03,24,LAL,NBA,SG,12,531,.432,13.6,.804,.224,.126,.177,.278,.196,.439,.592,.350,.446,.352,.403,.366,.044,13,.560,.177,.636,1,0
2003-04,25,LAL,NBA,SG,22,973,.413,13.9,.789,.226,.126,.165,.272,.211,.457,.654,.500,.355,.336,.247,.410,.035,16,.875,.186,.278,3,0
2005-06,27,LAL,NBA,SG,7,314,.497,15.0,.759,.200,.145,.076,.338,.241,.527,.828,.476,.455,.388,.400,.172,.028,4,.429,.114,.250,0,0
2006-07,28,LAL,NBA,SG,5,215,.462,14.5,.785,.223,.131,.123,.308,.215,.490,.655,.471,.375,.425,.357,.160,.031,3,.000,.036,1.000,1,0
2007-08,29,LAL,NBA,SG,21,863,.479,13.9,.771,.227,.119,.164,.261,.229,.532,.629,.636,.500,.421,.302,.300,.048,19,.625,.047,.200,0,0
2008-09,30,LAL,NBA,SG,23,940,.457,14.6,.800,.189,.102,.192,.317,.200,.483,.590,.407,.451,.464,.349,.195,.021,11,.459,.113,.667,2,0
2009-10,31,LAL,NBA,SG,23,923,.458,15.1,.744,.160,.143,.198,.243,.256,.487,.549,.521,.475,.435,.374,.270,.014,7,.612,.084,.364,2,0
2010-11,32,LAL,NBA,SG,10,354,.446,14.6,.780,.113,.204,.253,.210,.220,.490,.619,.500,.468,.436,.293,.366,.022,4,.583,.073,.000,0,0
2011-12,33,LAL,NBA,SG,12,476,.439,13.9,.801,.209,.163,.169,.259,.199,.477,.651,.347,.529,.385,.283,.383,.033,10,.765,.067,.500,0,0
Career,,,NBA,,170,7116,.451,13.8,.802,.212,.143,.178,.269,.198,.480,.613,.468,.449,.400,.334,.300,.033,117,.601,.102,.455,11,0
