Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,,ORtg,DRtg
1973-74,23,CLE,NBA,C,57,NA,728,6.7,15.4,0.432,2.9,3.9,0.742,5.1,9.3,14.4,2.6,0.5,1.4,5.8,16.2,NA,NA,99
1974-75,24,CLE,NBA,C,39,NA,271,5.8,16.9,0.344,3.4,5.5,0.613,6.7,9.5,16.2,2.6,0.7,3.9,7.4,15,NA,NA,94
1975-76,25,CLE,NBA,C,22,NA,99,5.2,15.3,0.344,4.3,7.2,0.6,4.3,13.8,18.1,1.9,0.5,0.5,6.7,14.8,NA,NA,94
Career,NA,,NBA,,118,NA,1098,6.3,15.8,0.402,3.1,4.6,0.685,5.4,9.8,15.2,2.5,0.6,1.9,6.2,15.8,NA,NA,97
