Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Luke Witte,,1,0.1,0.1
Chris Dudley,89.0,1,0.2,0.1
Žan Tabak,85.7,1.1,0.2,0.1
Mike Peplowski,83.4,0.9,0.1,0
Zendon Hamilton,79.7,1.1,0,0
Chris Johnson,77.6,1,0.2,0.2
Stojko Vranković,72.1,0.9,0.1,-0.1
Paul Ruffner,70.6,0.9,0,0
Robert Swift,68.2,1.1,0,-0.2
Kosta Koufos,67.7,1.3,0.2,0
Wallace Bryant,61.5,1.3,0,0
