Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1967-68,23,LAL,NBA,SF,38,434,11,0.499,0.387,NA,NA,NA,13.9,NA,NA,NA,0.3,0.4,0.7,0.076,NA,NA,NA,NA,NA
1970-71,26,PHO,NBA,SG,70,1091,9.4,0.498,0.351,NA,NA,6.4,13.5,NA,NA,NA,0.7,1.2,2,0.086,NA,NA,NA,NA,NA
1971-72,27,PHO,NBA,SG,51,419,7.3,0.452,0.366,NA,NA,7.4,16.1,NA,NA,NA,0,0.5,0.5,0.056,NA,NA,NA,NA,NA
1972-73,28,ATL,NBA,SG,28,504,6.8,0.483,0.181,NA,NA,5.5,9.1,NA,NA,NA,0.2,0.3,0.5,0.044,NA,NA,NA,NA,NA
1973-74,29,ATL,NBA,SG,70,1232,9.2,0.46,0.226,3.1,10.9,6.9,13.6,2.6,0.8,NA,-0.1,1.2,1.1,0.043,NA,-2.8,1.7,-1.1,0.3
1974-75,30,ATL,NBA,SG,63,785,12.2,0.509,0.377,4,10.6,7.1,13,2.9,0.5,NA,0.7,0.8,1.5,0.093,NA,-1.9,1.9,0.1,0.4
1975-76,31,PHO,NBA,SG,37,249,10.1,0.566,0.522,3.5,12.9,8.3,9.9,1.6,0.7,NA,0.2,0.2,0.4,0.083,NA,-2.4,0.4,-1.9,0
Career,NA,,NBA,,357,4714,9.5,0.49,0.324,3.5,11,6.8,13.1,2.6,0.7,NA,2,4.6,6.6,0.068,NA,-2.4,1.6,-0.8,0.7
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,ATL,NBA,,161,2521,9.7,0.483,0.275,3.5,10.8,6.7,12.5,2.7,0.7,NA,0.8,2.3,3.1,0.059,NA,-2.4,1.8,-0.6,0.7
3 seasons,NA,PHO,NBA,,158,1759,9,0.497,0.373,3.5,12.9,6.9,13.6,1.6,0.7,NA,0.9,1.9,2.9,0.078,NA,-2.4,0.4,-1.9,0
1 season,NA,LAL,NBA,,38,434,11,0.499,0.387,NA,NA,NA,13.9,NA,NA,NA,0.3,0.4,0.7,0.076,NA,NA,NA,NA,NA
