Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,,ORtg,DRtg
1975-76,31,PHO,NBA,SG,2,NA,5,0,0,NA,18.4,18.4,1,0,18.4,18.4,0,0,0,18.4,18.4,NA,NA,94
Career,NA,,NBA,,2,NA,5,0,0,NA,18.4,18.4,1,0,18.4,18.4,0,0,0,18.4,18.4,NA,NA,94
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,PHO,NBA,,2,NA,5,0,0,NA,18.4,18.4,1,0,18.4,18.4,0,0,0,18.4,18.4,NA,NA,94
