Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1969-70,23,LAL,NBA,SG,73,NA,2318,354,816,0.434,138,162,0.852,NA,NA,235,180,NA,NA,236,846
1970-71,24,BUF,NBA,PG,75,NA,2375,373,902,0.414,218,251,0.869,NA,NA,295,264,NA,NA,290,964
1971-72,25,BUF,NBA,SG,73,NA,1905,325,735,0.442,136,157,0.866,NA,NA,225,165,NA,NA,225,786
1972-73,26,BUF,NBA,SG,78,NA,1805,341,813,0.419,96,110,0.873,NA,NA,209,217,NA,NA,217,778
1973-74,27,TOT,NBA,SG,40,NA,326,43,126,0.341,15,19,0.789,15,25,40,23,10,1,56,101
1973-74,27,NYK,NBA,SG,25,NA,239,32,91,0.352,10,13,0.769,10,16,26,14,7,1,41,74
1973-74,27,MIL,NBA,SG,15,NA,87,11,35,0.314,5,6,0.833,5,9,14,9,3,0,15,27
Career,NA,,NBA,,339,NA,8729,1436,3392,0.423,603,699,0.863,15,25,1004,849,10,1,1024,3475
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,BUF,NBA,,226,NA,6085,1039,2450,0.424,450,518,0.869,NA,NA,729,646,NA,NA,732,2528
1 season,NA,LAL,NBA,,73,NA,2318,354,816,0.434,138,162,0.852,NA,NA,235,180,NA,NA,236,846
1 season,NA,NYK,NBA,,25,NA,239,32,91,0.352,10,13,0.769,10,16,26,14,7,1,41,74
1 season,NA,MIL,NBA,,15,NA,87,11,35,0.314,5,6,0.833,5,9,14,9,3,0,15,27
