Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1969-70,23,LAL,NBA,SG,73,NA,2318,5.5,12.7,0.434,2.1,2.5,0.852,NA,NA,3.6,2.8,NA,NA,3.7,13.1
1970-71,24,BUF,NBA,PG,75,NA,2375,5.7,13.7,0.414,3.3,3.8,0.869,NA,NA,4.5,4,NA,NA,4.4,14.6
1971-72,25,BUF,NBA,SG,73,NA,1905,6.1,13.9,0.442,2.6,3,0.866,NA,NA,4.3,3.1,NA,NA,4.3,14.9
1972-73,26,BUF,NBA,SG,78,NA,1805,6.8,16.2,0.419,1.9,2.2,0.873,NA,NA,4.2,4.3,NA,NA,4.3,15.5
1973-74,27,TOT,NBA,SG,40,NA,326,4.7,13.9,0.341,1.7,2.1,0.789,1.7,2.8,4.4,2.5,1.1,0.1,6.2,11.2
1973-74,27,NYK,NBA,SG,25,NA,239,4.8,13.7,0.352,1.5,2,0.769,1.5,2.4,3.9,2.1,1.1,0.2,6.2,11.1
1973-74,27,MIL,NBA,SG,15,NA,87,4.6,14.5,0.314,2.1,2.5,0.833,2.1,3.7,5.8,3.7,1.2,0,6.2,11.2
Career,NA,,NBA,,339,NA,8729,5.9,14,0.423,2.5,2.9,0.863,1.7,2.8,4.1,3.5,1.1,0.1,4.2,14.3
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,BUF,NBA,,226,NA,6085,6.1,14.5,0.424,2.7,3.1,0.869,NA,NA,4.3,3.8,NA,NA,4.3,15
1 season,NA,LAL,NBA,,73,NA,2318,5.5,12.7,0.434,2.1,2.5,0.852,NA,NA,3.6,2.8,NA,NA,3.7,13.1
1 season,NA,NYK,NBA,,25,NA,239,4.8,13.7,0.352,1.5,2,0.769,1.5,2.4,3.9,2.1,1.1,0.2,6.2,11.1
1 season,NA,MIL,NBA,,15,NA,87,4.6,14.5,0.314,2.1,2.5,0.833,2.1,3.7,5.8,3.7,1.2,0,6.2,11.2
