Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1969-70,23,LAL,NBA,SG,73,NA,31.8,4.8,11.2,0.434,1.9,2.2,0.852,NA,NA,3.2,2.5,NA,NA,3.2,11.6
1970-71,24,BUF,NBA,PG,75,NA,31.7,5,12,0.414,2.9,3.3,0.869,NA,NA,3.9,3.5,NA,NA,3.9,12.9
1971-72,25,BUF,NBA,SG,73,NA,26.1,4.5,10.1,0.442,1.9,2.2,0.866,NA,NA,3.1,2.3,NA,NA,3.1,10.8
1972-73,26,BUF,NBA,SG,78,NA,23.1,4.4,10.4,0.419,1.2,1.4,0.873,NA,NA,2.7,2.8,NA,NA,2.8,10
1973-74,27,TOT,NBA,SG,40,NA,8.2,1.1,3.2,0.341,0.4,0.5,0.789,0.4,0.6,1,0.6,0.3,0,1.4,2.5
1973-74,27,NYK,NBA,SG,25,NA,9.6,1.3,3.6,0.352,0.4,0.5,0.769,0.4,0.6,1,0.6,0.3,0,1.6,3
1973-74,27,MIL,NBA,SG,15,NA,5.8,0.7,2.3,0.314,0.3,0.4,0.833,0.3,0.6,0.9,0.6,0.2,0,1,1.8
Career,NA,,NBA,,339,NA,25.7,4.2,10,0.423,1.8,2.1,0.863,0.4,0.6,3,2.5,0.3,0,3,10.3
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,BUF,NBA,,226,NA,26.9,4.6,10.8,0.424,2,2.3,0.869,NA,NA,3.2,2.9,NA,NA,3.2,11.2
1 season,NA,LAL,NBA,,73,NA,31.8,4.8,11.2,0.434,1.9,2.2,0.852,NA,NA,3.2,2.5,NA,NA,3.2,11.6
1 season,NA,NYK,NBA,,25,NA,9.6,1.3,3.6,0.352,0.4,0.5,0.769,0.4,0.6,1,0.6,0.3,0,1.6,3
1 season,NA,MIL,NBA,,15,NA,5.8,0.7,2.3,0.314,0.3,0.4,0.833,0.3,0.6,0.9,0.6,0.2,0,1,1.8
