Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,,ORtg,DRtg
1973-74,27,MIL,NBA,SG,8,NA,46,2.1,7.4,0.286,2.1,4.2,0.5,1.1,2.1,3.2,7.4,2.1,0,7.4,6.3,NA,NA,97
Career,NA,,NBA,,8,NA,46,2.1,7.4,0.286,2.1,4.2,0.5,1.1,2.1,3.2,7.4,2.1,0,7.4,6.3,NA,NA,97
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,MIL,NBA,,8,NA,46,2.1,7.4,0.286,2.1,4.2,0.5,1.1,2.1,3.2,7.4,2.1,0,7.4,6.3,NA,NA,97
