Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1969-70,23,LAL,NBA,SG,73,2318,9.4,0.477,0.199,NA,NA,NA,10.1,NA,NA,NA,0.3,2,2.3,0.047,NA,NA,NA,NA,NA
1970-71,24,BUF,NBA,PG,75,2375,11.6,0.476,0.278,NA,NA,5.7,15.7,NA,NA,NA,1,1.4,2.4,0.048,NA,NA,NA,NA,NA
1971-72,25,BUF,NBA,SG,73,1905,11.8,0.489,0.214,NA,NA,5.7,12.6,NA,NA,NA,1.2,0.4,1.6,0.039,NA,NA,NA,NA,NA
1972-73,26,BUF,NBA,SG,78,1805,11.2,0.452,0.135,NA,NA,5.4,17,NA,NA,NA,-0.3,0.4,0.1,0.001,NA,NA,NA,NA,NA
1973-74,27,TOT,NBA,SG,40,326,6.3,0.376,0.151,4.9,7.8,6.4,9.1,1.4,0.2,NA,-0.6,0.4,-0.2,-0.034,NA,-5.3,-0.4,-5.8,-0.4
1973-74,27,NYK,NBA,SG,25,239,6,0.383,0.143,4.4,7,5.7,7.9,1.4,0.2,NA,-0.4,0.3,-0.2,-0.032,NA,-5.5,-0.4,-5.9,-0.3
1973-74,27,MIL,NBA,SG,15,87,7.2,0.359,0.171,6.3,9.8,8.2,12.7,1.6,0,NA,-0.2,0.1,-0.1,-0.038,NA,-4.9,-0.4,-5.3,-0.1
Career,NA,,NBA,,339,8729,10.8,0.47,0.206,4.9,7.8,5.6,13.5,1.4,0.2,NA,1.5,4.5,6,0.033,NA,-5.3,-0.4,-5.8,-0.4
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,BUF,NBA,,226,6085,11.5,0.472,0.211,NA,NA,5.6,15.1,NA,NA,NA,1.8,2.1,4,0.031,NA,NA,NA,NA,NA
1 season,NA,LAL,NBA,,73,2318,9.4,0.477,0.199,NA,NA,NA,10.1,NA,NA,NA,0.3,2,2.3,0.047,NA,NA,NA,NA,NA
1 season,NA,NYK,NBA,,25,239,6,0.383,0.143,4.4,7,5.7,7.9,1.4,0.2,NA,-0.4,0.3,-0.2,-0.032,NA,-5.5,-0.4,-5.9,-0.3
1 season,NA,MIL,NBA,,15,87,7.2,0.359,0.171,6.3,9.8,8.2,12.7,1.6,0,NA,-0.2,0.1,-0.1,-0.038,NA,-4.9,-0.4,-5.3,-0.1
